l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
5177140,42961648,2424350,754021744,412199172,90086185,673,660,0.00,442950900
5207262,43126022,2440408,762454245,415382387,90303878,1214,508,0.00,393042733
4006658,31375085,1781856,744525843,404602093,92902034,1940,504,0.00,420588069
3063310,23767791,1352238,761305030,407589807,90319641,2455,494,2629632.00,420174420
2510688,19207075,1094722,772783911,409819203,88856047,2705,496,5377228.80,420718932
2153820,16166057,923155,780064520,411096596,87624306,2907,499,7208960.00,420340632
1897876,13997316,801335,784793863,412219003,86613316,3050,492,8517339.43,420203589
1698282,12371398,710011,788168466,412981414,86006110,3176,490,9498624.00,420320916
1534698,11097058,638643,786523771,411394153,85243312,3209,496,10261845.33,420309852
1404016,10081070,581415,788337094,411723638,84937702,3242,496,10872422.40,420671758
1303743,9249565,534422,790847775,412205200,84714426,3309,495,11371985.45,420122777
1225581,8557602,495343,792761098,412523499,84421958,3361,499,11788288.00,420650583
1158445,7968758,462225,789856643,410727553,83686355,3352,494,12140544.00,420472367
1101929,7469103,434137,790355679,410755524,83363125,3339,494,12442477.71,420384802
1046889,7035358,409888,791760164,411256429,83275387,3321,500,12704153.60,420193173
996014,6655507,388647,792847116,411614060,83229734,3326,502,12933120.00,420673744
951052,6319643,369593,794057632,412046142,83211474,3321,493,13135149.18,420420469
911078,6020067,352662,794831660,412095937,83130444,3305,487,13314730.67,420218992
882685,5753115,337520,795941135,412361321,83036028,3286,486,13475408.84,420661908
856604,5514208,324226,796783797,412689799,82912462,3300,488,13620019.20,420152604
830077,5299984,312034,797492224,412979737,82873281,3304,486,13750857.14,420652203
802993,5104482,300918,797771799,413108813,82875916,3287,478,13869800.73,420165192
777461,4923433,290457,795928423,412093102,82645321,3307,478,13978401.39,420371370
757490,4759776,280967,796753167,412296964,82656205,3347,475,14077952.00,420525870
741985,4609697,272271,797206688,412344851,82596902,3350,486,14169538.56,420472505
727516,4472013,264464,797755432,412586059,82521818,3367,485,14254080.00,420429058
709226,4344077,257236,798295643,412821828,82551967,3373,483,14332359.11,420126933
691715,4221707,250141,796441347,411832686,82338011,3363,487,14405046.86,420448539
678006,4110365,243661,797092505,412009098,82359577,3370,485,14472721.66,420388020
667800,4007532,237640,797829973,412237914,82301545,3381,481,14535884.80,420332742
658324,3911449,232182,798276877,412445492,82248650,3385,480,14594972.90,420645783
644940,3821227,227075,798727165,412651608,82277384,3386,477,14650368.00,420380475
632534,3735695,222242,799057574,412804739,82305292,3403,478,14702405.82,420393945
620811,3654966,217566,799003427,412772434,82292263,3402,475,14751382.59,420385383
611779,3578000,213191,799586301,412946190,82310820,3414,474,14797560.69,420269631
604311,3506417,209023,800091244,413096771,82333777,3420,477,14841173.33,420513189
597832,3439163,205081,800506100,413207287,82282671,3421,478,14882428.54,420273846
591499,3374964,201461,800180366,413051709,82190963,3418,477,14921512.42,420640245
582221,3314788,198042,800107678,413009771,82180723,3427,476,14958592.00,420312696
573490,3257042,194728,800354623,413127675,82203732,3441,476,14993817.60,420601651
565874,3201968,191545,800799547,413261292,82224651,3443,474,15027324.88,420372380
559586,3149279,188504,801237052,413396658,82245503,3441,473,15059236.57,420244527
554563,3097700,185505,800318441,412846097,82081273,3437,472,15089664.00,420369657
550459,3050492,182855,800495326,412937293,82041530,3442,476,15118708.36,420336048
544518,3005548,180317,800745126,413068050,82043254,3446,474,15146461.87,420522525
537780,2961639,177841,800979162,413188449,82068858,3440,474,15173008.70,420466767
531297,2919617,175392,801169922,413251189,82080845,3439,470,15198425.87,420367821
