l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
434343,17313,9985,9819374625,4627583176,555132695,134614,1444,0.00,384291870
419690,15784,9014,9824249610,4628160298,552605978,111343,1594,0.00,420721509
410085,15497,7942,9819229766,4625065479,551706652,100596,2212,0.00,421070202
402065,15083,7872,9812621583,4624206574,551788904,105519,2403,0.00,420652023
401539,15280,7581,9813098618,4622866825,551788576,110205,2765,0.00,420712833
399436,15326,7387,9805748958,4620925306,552084867,111547,2989,0.00,420915864
404345,15401,7297,9803551464,4618667756,551743665,112757,3134,0.00,420762114
404469,15871,7884,9802084922,4618554537,552009071,113977,3248,0.00,420714531
403825,15483,7720,9801851784,4618538736,552118796,115124,3235,0.00,421085724
400879,15032,7436,9802012984,4618718035,552192081,115481,3206,0.00,420604794
399182,14860,7448,9794503291,4618140572,552663503,115554,3246,0.00,420761364
394652,14907,7284,9795132958,4618276288,552522178,112522,3221,0.00,420857757
395243,15447,7482,9797053903,4618924084,552453282,110866,3266,7561.85,420827580
398461,15056,7220,9798405792,4618995788,552657427,113864,3219,14043.43,420785046
403051,15049,7404,9797913228,4619101580,552899363,116569,3207,19660.80,420754677
407320,15075,7274,9797099561,4619055041,553151724,119779,3129,24576.00,420767043
410973,14903,7262,9796219686,4619037690,553401940,122715,3110,28912.94,421039464
414148,14723,7158,9795643098,4619140533,553649312,124952,3151,32768.00,420720513
418579,14916,7168,9793841718,4619183486,553909578,127187,3155,36217.26,420729042
421604,14981,7112,9791748109,4618758948,554176879,129241,3137,39321.60,420814338
424489,14997,7108,9789959428,4618771709,554478838,131078,3127,42130.29,420778761
427629,14812,6932,9791332956,4619211405,554638104,132740,3132,44683.64,420799839
429213,15058,7077,9791165806,4619233127,554716085,132287,3174,47014.96,420735438
427096,14983,7024,9791039296,4619180558,554751863,131355,3138,49152.00,420830046
430466,15239,7076,9790588797,4619175988,554907158,132906,3196,51118.08,420821748
432086,15112,6950,9790399365,4619253356,555042650,134321,3205,52932.92,421018350
433567,15107,7048,9788696824,4619006312,555182517,135384,3165,54613.33,420713319
434507,15108,6967,9788475409,4618999851,555266450,136026,3152,56173.71,420933666
432357,15144,6923,9789430404,4619267731,555258250,134610,3165,57626.48,420593886
429875,15096,6871,9789377865,4619301452,555216396,133166,3161,58982.40,420925614
426211,15175,6965,9789716115,4619348662,555183958,132389,3174,60250.84,420812070
422598,15278,7005,9787370117,4618496280,555207563,131564,3173,61440.00,420697425
418150,15303,6976,9786344263,4618487543,555323467,130496,3190,62557.09,420863886
415489,15255,6964,9786491738,4618549704,555374065,130018,3191,63608.47,420787602
416376,15258,6939,9786378341,4618585755,555437948,130307,3169,64599.77,421044561
417156,15396,7005,9785831838,4618653677,555613079,130365,3174,65536.00,420851100
416710,15242,6915,9784967122,4618492168,555689633,130317,3157,66421.62,420760800
417276,15319,6942,9784946388,4618536964,555780821,130575,3173,68554.11,420923034
417217,15261,6887,9786024930,4618816147,555834311,130601,3149,70577.23,421061481
418606,15339,6960,9785998419,4618856434,555920835,130773,3150,72499.20,420748095
418703,15322,6912,9786060229,4618890349,555974497,130812,3159,74327.41,421061976
419356,15370,6930,9785370321,4618966259,556089541,131006,3173,76068.57,420713415
419918,15239,6884,9784918631,4618964172,556137139,131051,3149,77728.74,420763803
420680,15313,6932,9785310215,4618955981,556161213,131087,3160,79313.45,420947049
421353,15379,6942,9785433444,4619005375,556190973,131137,3169,80827.73,420762639
421796,15368,6925,9785446447,4619032531,556229943,131219,3165,82276.17,420919971
420847,15362,6885,9785453137,4619049374,556248880,131052,3146,83662.98,420768378
420468,15434,6945,9785367614,4619034982,556277228,130911,3161,84992.00,420754056
419925,15437,6904,9785328845,4619044895,556291183,130799,3180,86266.78,420719661
419309,15383,6890,9785317134,4619042742,556301194,130670,3183,87490.56,420708879
418680,15329,6847,9784873678,4619044352,556337529,130549,3170,88666.35,421081476
418510,15280,6892,9785031618,4619057242,556370895,130453,3174,89796.92,420579558
418009,15236,6837,9784818038,4619070686,556409722,130296,3164,90884.83,420757629
417589,15233,6831,9784714235,4619092821,556426034,130195,3172,91932.44,421075386
417030,15341,6883,9784465968,4619134222,556493072,129972,3165,92941.96,420793458
416302,15285,6869,9784309214,4619145358,556542975,129788,3175,93915.43,420860436
416252,15367,6880,9783478176,4618880031,556561828,129793,3182,94854.74,420627246
415852,15275,6854,9782995555,4618858417,556621821,129703,3169,95761.66,420629406
415600,15275,6880,9782666552,4618855644,556689191,129615,3179,96637.83,421068363
415294,15334,6861,9782521585,4618905993,556768681,129421,3177,97484.80,420810297
414684,15361,6875,9782394574,4618938008,556818130,129193,3178,98304.00,420854619
414185,15379,6841,9781563867,4618818315,556863096,129000,3167,99096.77,420987087
413942,15372,6850,9781871000,4618983127,556921272,128855,3161,99864.38,421067484
413541,15414,6849,9781634614,4619012051,556975807,128716,3166,100608.00,420709233
413581,15567,6877,9781301619,4619032787,557048791,128722,3188,101328.74,420826296
412797,15583,6852,9781107849,4619049960,557088897,128549,3187,102027.64,420992994
412266,15670,6860,9780946308,4619076242,557132303,128407,3181,102705.67,420865476
411884,15732,6845,9780822137,4619102134,557170696,128251,3186,103363.76,420962652
411545,15743,6842,9780662110,4619126690,557214183,128118,3192,104002.78,420715347
410889,15816,6823,9780438503,4619118651,557245122,127923,3182,104623.54,420745668
410358,15824,6864,9780309126,4619119218,557256892,127771,3181,105226.82,420810006
410094,15796,6836,9780184410,4619136646,557300825,127673,3173,105813.33,420883341
410021,15809,6840,9780140233,4619155286,557326901,127632,3169,106383.78,421053753
410003,15776,6836,9780094197,4619176243,557356145,127595,3174,106938.81,421007937
409624,15774,6847,9780051418,4619193308,557361400,127453,3175,107479.04,420695895
409403,15747,6826,9780005483,4619220573,557394175,127401,3180,108005.05,420779358
408921,15678,6807,9779937661,4619228893,557427465,127300,3172,108517.40,420980181
408942,15688,6843,9779868387,4619230695,557447641,127272,3162,109016.62,420713961
408689,15663,6837,9779794742,4619230739,557471296,127197,3169,109503.19,420868932
408723,15659,6819,9779250445,4619253935,557539084,127219,3167,109977.60,421010673
408726,15670,6810,9778596999,4619181044,557567791,127146,3160,110440.30,420849672
409528,15732,6851,9778331698,4618988743,557555937,127206,3168,110891.71,420832632
409382,15744,6823,9778333372,4618980223,557558021,127153,3166,111332.24,420703149
409084,15750,6833,9777946312,4618909363,557598769,127114,3171,111762.29,420946398
408924,15808,6842,9778369974,4619024157,557615453,127071,3166,112182.21,420936915
408785,15796,6822,9778377348,4619032725,557632637,127082,3172,112592.37,420852501
408725,15790,6786,9778218731,4619054803,557645819,127073,3168,112993.10,420791172
408554,15796,6793,9778169572,4619062647,557663489,127031,3164,112267.64,421000968
408590,15730,6769,9778367354,4619082309,557684046,127002,3153,111558.47,420745092
408398,15706,6768,9778316720,4619082392,557701658,126938,3160,110865.07,420851934
408128,15686,6749,9778330648,4619099425,557715052,126905,3165,110186.90,421052130
408276,15672,6784,9778131757,4619140698,557744371,126912,3167,109523.48,420833772
407901,15637,6763,9778275655,4619145693,557762565,126790,3156,108874.32,420896055
408069,15700,6769,9778241868,4619160298,557791099,126825,3156,108238.98,420819003
407805,15745,6763,9778172724,4619170463,557819724,126814,3156,107617.01,421011573
407594,15743,6774,9778177435,4619192002,557846719,126786,3159,107008.00,420807540
407472,15691,6746,9778148846,4619195982,557866303,126715,3148,106411.55,420766476
407716,15840,7156,9777935420,4619159049,557901243,126636,3147,105827.27,420704910
407492,16172,7557,9749724823,4606046113,556353789,126246,3129,105254.79,420762768
407340,16441,7841,9712335407,4588426544,554266245,125644,3124,107642.88,420872679
407180,16749,8132,9672775752,4569816687,552047634,125083,3118,108523.72,420751689
407197,16902,8340,9638686621,4553808353,550147867,124620,3111,109387.29,420907473
406971,17085,8598,9595753198,4533616699,547741099,124060,3100,110234.10,420907338
407127,17305,8769,9565843021,4519478492,546010242,123735,3084,111064.62,420411492
406783,17568,9029,9523402786,4499289619,543601835,123157,3072,111879.31,420842256
406970,17752,9293,9487169864,4482043202,541536272,122765,3069,112678.64,420674760
407123,17993,9585,9454351648,4466449757,539658668,122297,3068,114381.76,420766014
