category,BT
runtime,151.69931507110596
l2miss,251933272.45508984
l3miss,128500582.18895541
instructions,44012039569.84032
cycles,20652171265.675316
stall_cycles,5214229867.624751
intra_coh,88114.0119760479
inter_coh,0.09314703925482368
wall_cycles,2103448744.5708582
llc_size,418175492.42847633
local_mem,9986186877.019295
remote_mem,59807377.45841651
