l2miss,r1b2,LLC-load-misses,LLC-store-misses,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
2656824,97916,18067,4675,1205214694,493359580,93886332,530002,0,841687670,41746432
3816046,111037,36397,9655,1452264392,571900551,96412200,630127,0,419710947,41811968
5059554,172119,52619,11112,2037512448,765713580,124050720,922033,0,420171830,41615360
5619471,181926,63734,9177,1769460573,729027001,146609629,1154163,0,420436528,41549824
6617105,282629,17043,6911,934550038,614723475,219423521,1340863,0,420369186,41418752
8591420,402618,8907,5734,1092225987,827805770,313481339,1581186,0,420312074,41353216
8866803,427907,16655,5199,1329244243,954316342,337106731,1535356,0,420466890,41418752
10169519,460854,36202,3322,2287755231,1456829502,460087158,961071,0,420122634,41615360
9249115,340368,20653,2409,2217609021,1547427340,496318099,122621,0,420301472,41811968
9371375,338850,23981,2366,2189872367,1519598704,490927030,127948,0,420273170,41811968
8984554,303226,21731,2387,2210383374,1533356835,487355225,128256,0,420252486,41680896
9321554,346231,20897,2335,2258798108,1568864624,500955469,114982,0,420347265,41811968
9025629,319240,20703,2109,2155364813,1486400004,475358007,112099,0,420396413,41811968
9033063,308713,25063,2409,2180936126,1496606928,474214972,120040,0,420159714,41811968
9181160,349927,23316,2347,2159206166,1478682376,469733533,102711,0,420216252,41811968
8867393,309850,21536,2293,2100124528,1462461688,464689148,105855,0,420197977,41811968
9135236,325823,24454,2410,2160133984,1482989733,468751413,91142,0,420268641,41811968
9295298,316004,23238,2168,2217151318,1512102753,482745024,120697,0,420394046,41746432
9256785,359810,26270,2366,2171575334,1503920212,481543905,118382,0,420311896,41811968
9492081,363230,23261,2219,2223282942,1522901864,485425673,102728,0,420118873,41811968
9287785,324926,24714,2200,2243904330,1526726954,487520643,104445,0,420399389,41680896
9097196,317615,20302,2222,2154348467,1472939048,476137079,123186,0,420141445,41549824
9164779,320031,19500,2041,2172371342,1485480478,473312262,99235,0,420231323,41811968
9250228,330354,22908,2275,2178246740,1496006699,478952213,137409,0,420194132,41811968
9255376,383308,20282,2100,2180806952,1509153925,484735718,141394,0,420192562,41811968
9035958,324854,21382,2206,2181927053,1502500391,483980486,131662,0,420489678,41680896
9103611,339902,25515,2321,2172811515,1492294001,476510499,173088,0,420176746,41811968
9198384,323413,26136,2393,2171150891,1504515572,485398347,194817,0,420361578,41615360
9338777,347952,26282,2244,2147065042,1492535472,478481178,174174,0,420198818,41680896
9121832,391423,27954,2446,2138350263,1493588183,489495745,178399,0,420084050,41746432
8953773,326674,20718,2207,2106047307,1449579595,465146512,147762,0,420252388,41680896
9103710,311209,24238,2325,2106032756,1460803616,473073567,163356,0,420182046,41811968
8972092,319282,24065,2306,2064136138,1434790790,460554113,156467,0,420302150,41811968
9085708,324635,25372,2333,2073040558,1427341527,457522040,175677,0,420334468,41811968
9243866,320039,21546,2215,2161515030,1473159347,468965094,144896,0,420137230,41811968
9480747,323272,22344,2366,2256105816,1555143250,499213621,164342,0,420053451,41811968
16325905,1002538,42137,2845,5140813123,3181707100,818714724,601681,0,420430451,41811968
25174657,2012674,54201,2832,8289684634,4790312444,1158830347,1080590,2,419865684,41615360
1513498,225094,100569,601,713799794,457904135,141563360,10065,0,419972646,41746432
315791,144244,47456,717,15737911,27285455,15204224,0,0,420082395,41877504
326036,184361,43986,283,15653205,33853518,22080043,0,0,419536807,41811968
278103,179789,28394,2,14739800,25424317,14678332,0,0,419937406,41877504
306836,162889,42018,428,14804182,27552864,17317670,0,0,419627014,33554432
305455,193933,56818,701,17546580,32677572,15446391,0,0,419818418,39124992
296233,210139,29811,2,14187659,24710871,13750635,0,0,420094540,41615360
302211,214402,36215,157,15647174,28864883,16568488,0,0,419449852,41877504
322168,253205,35719,11,14508267,25053275,13591386,0,0,419971400,41877504
293948,157667,33268,194,16323270,26066059,15175607,0,0,420048724,41680896
226436,136549,28551,154,18493157,29751492,16667664,0,0,419516953,41746432
348198,93349,93517,2,22292664,36580029,21003148,0,0,419895245,41811968
156246,16168,11954,0,23996697,27058550,11373017,0,0,420088574,41615360
258633,42248,72693,0,21153803,39865630,21031683,0,0,419644503,41615360
186405,45534,19821,0,23568495,28681914,13573247,0,0,419756339,41222144
170927,10715,12595,0,21786437,27033546,11368078,0,4,419671858,41156608
296825,178459,35194,5,15552459,26407854,14013806,0,2,419933578,41877504
318387,194350,28165,88,12668371,22167202,12262175,0,2,420012028,41877504
264084,178254,45774,54,15610133,31566696,19517537,0,0,419817666,41811968
2279753,10602,364776,17026,46345871,157597260,127051991,2,0,419764544,38797312
