l2miss,r1b2,LLC-load-misses,LLC-store-misses,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
143633699,1459126495,5302467,4649860,8472898704,7120939869,3318196209,21276,0,484420360,2031616
146483769,1189015524,10132545,662883,9323499717,8116353191,4146494282,369852,0,421290154,2818048
174026846,2159630587,7686427,980713,10602787121,8252788667,3834597472,161623,0,421114499,2818048
158431769,2065901898,5847645,7942380,8109467043,8189520024,4882466883,14226,0,421695982,2818048
118204492,1593541062,4581909,14256687,7717986163,8258255548,5949304509,21171,0,421124504,2490368
163583065,1798604348,9008606,1313467,10344368425,8255915561,3848288187,359070,0,421312348,3276800
156060232,1834980291,8310784,1290015,9274721833,8261250031,4415660765,10744,0,420803086,2752512
174135492,2113751547,7924119,980776,10724251253,8258222935,3822889495,84405,0,421185686,2555904
163266483,1737192807,10685112,1534599,8832696318,8267644397,4591467442,347415,0,421514347,2359296
176356623,2126979574,8112408,948343,10680138461,8255260264,3831339663,61644,0,420825573,2228224
185005040,2211437704,10252150,2831373,9258674411,8261459420,4417573092,146750,0,421110627,2752512
168788965,1863815990,8453068,1189220,9406429379,8266617145,4529618737,11567,0,421177661,2752512
174784203,2108193688,8214758,921033,10648227081,8257402888,3863493697,74546,0,421097839,2555904
164365903,1838696396,11827330,1698457,9229603298,8271118618,4838664641,157268,0,421708756,2818048
177589861,2198517528,7373345,1215472,10462602763,8256014891,3910196683,58180,0,420573559,2621440
185081183,2379748213,9036848,1401009,9610875393,8262237160,4237248914,141051,0,421144542,2555904
147940379,1662904684,8634097,1321748,9918567542,8262563923,4479055533,226227,0,421170036,2752512
170217482,2107019735,7589175,1047878,10774749092,8248447737,3829241470,75946,0,421197493,2490368
160902624,1804542126,10183734,1342520,9398563367,8140171040,4365392153,360561,0,421429196,2490368
175330164,2155133494,7907952,1165034,10150174441,8254842721,3991205322,48169,0,420965916,2818048
179531080,2258458008,8916907,1389303,9916082144,8267508998,4038980174,51349,0,421263247,2686976
167573476,1677875163,9725639,2193871,9111380299,8256325677,4598908060,169921,0,421143568,2818048
174716742,2114432749,8261363,908829,10704246180,8256091561,3840441299,83692,0,420766282,2424832
175672271,1961940249,11215765,2480101,9340766609,8268033658,4554875740,142350,0,421169795,2949120
170809894,2136714190,7801438,1263332,9708872302,8254533885,4251855497,34411,0,420957115,2424832
178711718,2227776095,7394545,1236618,10452580224,8260468345,3946475625,51466,2,421392376,2359296
155214076,1704263591,11351784,1385762,9498829373,8241208749,4706059996,305069,0,420636426,2359296
173434565,2109143882,7638534,893895,10806428009,8254158080,3825471284,69467,0,420801759,2555904
175887122,2133839494,9797621,1568614,9777804509,8256740294,4167232329,336064,2,420804048,2424832
159764470,1892907101,8497186,1177215,9460390986,8254195202,4399866541,12218,0,420946269,2818048
175362083,2157737467,7830335,1138218,10523994873,8263663976,3869361571,59977,0,421221648,2490368
161313383,1696354842,10710555,1694406,8851293010,8255918109,4579514846,236600,0,421169060,2752512
174953373,2080301044,8619154,871451,10775988346,8265509709,3828152006,68474,0,421055676,2031616
186392241,2244716820,9913181,2843705,9276468731,8260068026,4351612285,164107,0,421126588,3145728
165259526,1912518187,8586754,1271573,9327059370,8257320288,4588738982,12707,2,421029842,2883584
175887593,2115958772,7771202,835043,10782922473,8259525535,3839365220,70730,0,420794092,2621440
162828158,1782818587,11566219,1638832,9283848246,8254347579,4789919585,277287,0,421269160,2359296
176809268,2164244485,7582826,1073660,10618805397,8267836100,3886637805,55351,0,421060443,2621440
184072013,2409994478,9509334,1776171,9501607678,8253382136,4285170037,313560,0,420954226,2752512
152108622,1746771736,8319004,1233337,9815909645,8266263988,4429390454,12886,0,421247846,2883584
172928711,2058710840,8045958,858502,10834051284,8260812036,3836272193,86110,0,421009724,2949120
158651440,1714611156,10702006,1246177,9107748759,8265042363,4543822732,372231,0,421579783,2293760
177724004,2196917414,7811199,1179316,10474877404,8265807332,3916062582,54448,0,421192458,2621440
181843427,2309956360,9412090,1387419,9658240515,8258782962,4134873940,108633,0,421066525,2818048
167930974,1728026423,8989506,2264230,9252317823,8268503482,4579079943,101818,0,421203639,2490368
174303020,2085496500,8498054,860796,10700214041,8255194621,3853392624,71423,0,420842188,2752512
170621528,1854801319,11356440,2139243,9159234711,8263732163,4672944639,143291,0,421415444,2752512
174619651,2225385056,7389100,1393006,10008023858,8265109787,4127714107,50461,0,420919479,2490368
179669662,2257222747,8250521,1257894,10083143521,8257680645,4063137026,91428,0,421135569,2490368
158913455,1784727229,10358732,1455257,9769945534,8266334191,4689900547,261137,0,421142626,2686976
172289367,2081877150,7691454,899678,10775673420,8257863417,3852533183,77240,0,421114231,2621440
170223704,1992984858,10104830,1359419,9584572790,8259171734,4250492952,351506,0,421010031,2883584
165712575,2020267693,8084092,1252982,9716514180,8261444902,4267389113,33979,0,420971584,2818048
175980382,2185839493,7695431,1244654,10397722445,8260627873,3913317396,51870,0,421173112,2686976
164301672,1714506334,10970291,1787108,8783095432,8264184170,4608896155,226128,0,421333220,2818048
174078367,2068361062,8633643,899208,10704608642,8250314006,3836350287,75738,0,420702610,2621440
125525661,1417039628,5122381,1074560,7935382935,6227667363,2714872982,4878,2,420335837,40960000
