l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
610385,1573666,105538,1401551361,411253350,15786084,2,418,0.00,409708580
740862,1613080,104348,1420373774,413624165,15802670,34,470,0.00,420250338
678576,1630324,104642,1432045147,415254039,14917675,272,540,0.00,420328995
645238,1651710,114315,1435397426,416263221,16008289,204,590,0.00,420363321
625779,1655111,112635,1439981797,416526215,15435962,163,563,0.00,420630747
647680,1662914,115007,1438385898,416032557,15093178,232,529,0.00,420182967
634515,1664760,114059,1439151161,416065777,14775077,200,515,0.00,420571058
615561,1667550,116501,1439563407,416398452,15452215,187,498,0.00,420249355
607835,1673769,115091,1441674262,416716840,15207488,168,485,0.00,420344568
622635,1677691,117264,1440091602,416544735,15011078,153,498,0.00,420338013
610255,1678757,115987,1441707809,416670981,14969976,139,507,0.00,420664848
604574,1681179,117266,1442832413,416833721,15202259,128,518,0.00,420444619
603609,1682737,116386,1444188685,416955567,15150539,181,523,0.00,420134129
609628,1688669,117832,1443661927,417116881,15148994,168,537,0.00,420468015
601010,1688285,116820,1444156304,417012457,15169718,157,521,0.00,420401595
597877,1688185,117685,1444179019,416954548,14997881,147,516,0.00,420466371
582157,1656517,115626,1439704559,416766859,14935862,140,518,0.00,420656896
563712,1628951,113562,1436528629,416745995,15006653,141,518,0.00,420261686
550626,1607651,111614,1434126395,416880478,15018091,134,519,0.00,420358092
535384,1587237,110019,1431738951,416907427,15010496,128,535,0.00,420441804
524838,1569048,108443,1429991606,417024602,14979700,122,548,0.00,420510396
518093,1553278,107092,1428281117,417089218,14957658,116,553,0.00,420337623
509348,1539179,105917,1426417693,417135986,14934182,149,547,0.00,420568992
501342,1525495,104680,1425308505,417220073,14917035,143,540,0.00,420237072
493836,1512442,103571,1423005612,416974933,14889331,137,540,0.00,420397716
486780,1501005,102576,1421707299,417066750,14870553,132,534,0.00,420406266
480268,1490119,101558,1420553363,417034339,14796445,127,535,0.00,420346173
474458,1479725,100685,1418964172,417019808,14794721,153,528,0.00,420391284
468962,1470519,99819,1417946814,417095461,14803322,148,528,0.00,420545868
465867,1461541,99097,1416963361,417105918,14792370,143,527,0.00,420442293
458753,1450942,98296,1414573361,416690014,14780224,159,530,0.00,420260391
454278,1441284,97687,1413713975,416736849,14781557,154,528,0.00,420583819
450115,1432354,97210,1412772690,416789548,14787512,173,528,0.00,420460313
446129,1424005,96634,1412452011,416864050,14766310,168,523,0.00,420156669
442323,1416145,96241,1411811773,416933427,14748175,164,521,0.00,420779658
437007,1408331,95798,1411299691,416971626,14770450,159,518,0.00,420085758
433659,1401029,95279,1410942558,417003678,14715069,156,512,0.00,420353496
430729,1394519,94962,1410304548,417030033,14699672,170,514,0.00,420650842
427724,1389517,94540,1409931168,417087904,14727166,165,512,0.00,420147233
424872,1385267,94136,1409545964,417140787,14721365,162,516,0.00,420664879
420548,1381113,93734,1408797844,417117194,14729869,158,520,0.00,420433679
419844,1376896,93347,1407860730,416990724,14718313,154,520,0.00,420364701
417407,1372470,93054,1407164749,416972990,14708481,153,519,0.00,420583770
414981,1368715,92642,1407033177,417027754,14703255,150,513,0.00,420366489
412780,1365271,92333,1406632788,417038700,14697341,147,518,0.00,420259455
409973,1362074,92032,1406189043,417088330,14718737,144,522,0.00,420397173
407913,1358959,91690,1405818345,417109865,14719818,141,520,0.00,420586803
405982,1355163,91429,1405524276,417131408,14679828,139,517,0.00,420244212
404166,1350623,91121,1405235778,417167798,14707615,136,515,0.00,420598284
403599,1345972,90850,1404365578,417009232,14696250,133,519,0.00,420187569
400656,1342219,90667,1404190605,417052958,14688024,131,525,0.00,420664078
399061,1338561,90413,1403912338,417042471,14675675,128,532,0.00,420187292
397400,1334875,90231,1403635281,417056314,14671306,127,533,0.00,420365109
395781,1331325,90080,1403322137,417097702,14673192,125,527,0.00,420346560
394360,1327693,89852,1403196852,417135897,14677321,123,531,0.00,420551445
392916,1324036,89713,1402603346,417062785,14665317,121,532,0.00,420331935
391567,1320552,89538,1402421158,417080003,14653665,119,528,0.00,420315165
390275,1317205,89345,1402315712,417092096,14643533,119,525,0.00,420651709
388928,1314155,89216,1402129352,417131020,14636710,117,521,0.00,420438949
387708,1310550,89037,1401663445,417073684,14659260,121,523,0.00,420328924
387182,1308577,88871,1401465183,417084952,14645964,119,522,0.00,420370506
385356,1307079,88708,1401280981,417101664,14651604,117,523,0.00,420421995
385234,1305063,88563,1401020309,417114331,14656656,127,526,0.00,420442815
384153,1302690,88458,1400865323,417149082,14648901,125,526,0.00,420638100
382057,1300138,88287,1400702060,417155808,14640586,123,531,0.00,420453733
381525,1297806,88150,1400480732,417142441,14631609,121,534,0.00,420156620
380462,1295084,88059,1399811860,417024113,14623193,120,536,0.00,420394848
378493,1292343,87898,1399776441,417036903,14616273,119,534,0.00,420371832
377635,1290930,87799,1399527858,417062170,14619513,117,532,0.00,420588411
375787,1289798,87683,1399392813,417095013,14648446,115,535,0.00,420388569
374880,1288599,87512,1399349526,417127032,14643942,114,538,0.00,420564822
373126,1288166,87382,1399243387,417143198,14641639,112,539,0.00,420469669
372350,1286665,87257,1399120121,417158610,14661749,124,536,0.00,420440972
371587,1285591,87127,1399066052,417185886,14656948,122,532,0.00,420313560
369908,1284272,86998,1398735528,417132764,14652052,120,530,0.00,420356586
369145,1283379,86844,1398676372,417160981,14654695,119,529,0.00,420384753
368455,1282080,86738,1398366973,417146461,14660670,117,527,0.00,420401190
367757,1280668,86681,1398198646,417156223,14657994,121,525,0.00,420287247
366193,1279182,86555,1398244636,417182392,14652678,120,523,0.00,420318336
365578,1277973,86465,1398150752,417205716,14655579,118,523,0.00,420321981
364913,1276214,86367,1397466646,417058226,14647979,129,529,0.00,420326109
364292,1274377,86263,1397457444,417065856,14640523,127,532,0.00,420276093
363662,1272903,86195,1397244315,417069449,14640415,136,532,0.00,420342519
363086,1271286,86114,1397185438,417095455,14659222,134,531,0.00,420501192
362767,1269983,86034,1397157954,417115652,14651729,133,530,0.00,420286827
361448,1268345,85964,1397080296,417139564,14656162,131,533,0.00,420359538
360917,1266855,85895,1397066778,417163589,14650206,130,531,0.00,420640880
360394,1265684,85824,1396998482,417168897,14643753,136,531,0.00,420477666
359115,1264376,85733,1396998062,417193493,14637392,135,532,0.00,420435561
358727,1263889,85662,1396972892,417212746,14630027,134,531,0.00,420260314
358230,1263180,85592,1396817083,417214311,14627174,132,533,0.00,420395037
357025,1262142,85467,1396467691,417119277,14621623,131,531,0.00,420372324
356590,1261557,85388,1396286222,417121578,14625434,135,530,0.00,420408429
355394,1261169,85308,1396276963,417144403,14639225,134,528,0.00,420326367
354931,1260629,85212,1396254346,417159152,14637219,132,526,0.00,420590568
353839,1260061,85151,1396247203,417182630,14636221,131,527,0.00,420327249
353445,1259877,85094,1396165961,417184308,14633596,130,528,0.00,420639798
353808,1259340,85010,1396060282,417189730,14634945,133,529,0.00,420186702
352740,1258440,84944,1396005401,417198474,14631637,131,527,0.00,420449181
352360,1257685,84879,1395831796,417170919,14629369,130,527,0.00,420395256
351992,1257143,84843,1395752167,417191846,14632038,131,529,0.00,420655567
350938,1256672,84773,1395562520,417157822,14643076,130,531,0.00,420406478
350626,1256313,84701,1395538775,417159826,14626123,129,529,0.00,420181917
349641,1255885,84634,1395528956,417180241,14640385,128,528,0.00,420405144
349309,1255554,84550,1395502741,417192429,14637631,127,525,0.00,420502218
349038,1254857,84492,1395241214,417161607,14628399,126,527,0.00,420623229
348704,1253880,84434,1395197052,417166818,14623757,125,529,0.00,420379888
348948,1252929,84380,1395159247,417172268,14605075,125,526,0.00,420373973
348641,1251939,84333,1395123465,417191690,14599927,124,523,0.00,420225369
348358,1250871,84270,1395163258,417204173,14596015,123,524,0.00,420531354
348041,1250039,84265,1395117272,417222673,14592492,122,526,0.00,420466353
347167,1249345,84218,1395067641,417225029,14604443,121,528,0.00,420614202
346913,1248681,84152,1395071262,417228319,14588776,128,529,0.00,420138444
346649,1247881,84111,1395032121,417245298,14584284,127,531,0.00,420677091
345782,1246955,84070,1395033462,417260590,14592349,126,531,0.00,420266211
345505,1246118,84017,1395005308,417262436,14588979,125,531,0.00,420439029
345271,1245632,83948,1394698070,417188703,14572231,124,530,0.00,420273414
344489,1245060,83907,1394546895,417188245,14588314,124,530,0.00,420425637
344229,1244752,83829,1394550540,417204965,14587162,123,529,0.00,420345213
343994,1244487,83786,1394532931,417215968,14573313,122,530,0.00,420433746
343767,1244284,83742,1394542037,417233699,14582254,121,530,0.00,420368265
344066,1243991,83704,1394541412,417249935,14581261,120,534,0.00,420367992
343795,1243599,83676,1394366880,417248033,14587196,127,531,0.00,420393021
343555,1243262,83611,1394379621,417253074,14585307,126,529,0.00,420344742
343317,1242903,83561,1394245800,417228563,14582604,125,529,0.00,420419886
342569,1242726,83530,1394251368,417245341,14593457,124,529,0.00,420651312
342340,1242608,83461,1394254394,417247002,14580201,123,528,0.00,420206451
341606,1242478,83421,1394157054,417244796,14591198,129,529,0.00,420565431
543825,1245198,186195,1404882399,437931407,30846778,21655,540,0.00,420646632
899643,1237277,417397,1398119333,472919398,62823119,56623,556,102463.02,420725394
965265,1229595,418149,1388306867,507542434,98214916,114665,573,272774.84,420751737
1711359,1221302,761130,1383920992,540800278,123841939,135787,586,509021.09,420886551
1770494,1214403,760130,1374581135,574405252,158083192,194078,596,740236.51,420701313
2067525,1207332,838229,1377112173,585304934,165824981,197489,601,969468.18,420440841
2055029,1199038,832641,1375308997,584066372,164833520,196026,601,1191662.93,420506121
2042710,1190845,827130,1373470091,582850379,163867596,194585,600,1409505.88,420752794
2030560,1182770,821697,1371631846,581644026,162916645,193164,601,1624168.64,420295463
2018598,1174800,816335,1369823302,580451608,161976138,191768,601,1836432.70,420458574
2006823,1166966,811068,1368095228,579292993,161047564,190388,602,2046349.81,420716187
1995205,1159244,805859,1366339645,578134093,160131807,189028,602,2254672.46,420433680
1983725,1151632,800737,1364656558,577008306,159230009,187688,602,2458645.79,420456258
1972422,1144132,795671,1362788160,575823503,158337241,186366,604,2652823.44,420488307
1961336,1136738,790694,1361120399,574717110,157459428,185064,605,2846691.36,420522948
1950420,1129448,785773,1359460196,573633657,156587451,183779,604,3041962.67,420757173
1939652,1122292,780927,1357827100,572570022,155726120,182511,602,3234540.58,420248181
1929015,1115208,776140,1356210085,571519906,154877282,181261,601,3424817.10,420768516
1918575,1108256,771425,1354585496,570477427,154044013,180028,603,3612170.45,420261246
1908266,1101419,766771,1352976611,569446558,153220479,178817,602,3795663.57,420721057
1898060,1094674,762186,1351414225,568438380,152409170,177617,600,3977023.57,420557375
1888062,1087991,757643,1349697911,567378927,151607357,176433,603,4152360.96,420458742
1880263,1080786,566353360783542,14984086270708562,563735340,150623248,175267,614,4311053.56,420519318
