l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
4745563,38435832,2222238,694833830,415331638,96662047,0,394,0.00,415864977
4784252,34621262,1970467,705029345,417494134,96715881,0,808,15605760.00,420668038
3308278,23406996,1337022,741113662,417994082,91317744,0,713,20611072.00,420512575
2539228,17798641,1020202,757550689,417458884,89065781,0,684,23040000.00,420510965
2077151,14431675,829938,768008197,417522842,87842766,154,645,24467865.60,420320747
1769198,12182199,702785,775166634,417678149,87041073,128,594,25411584.00,420471720
1548757,10576243,611483,780057359,417568103,86372107,112,552,26106733.71,420395868
1383624,9371561,543147,784678070,417783662,85926344,100,532,26597376.00,420813006
1265252,8436335,489928,788443977,417834509,85551498,90,519,26989909.33,420400261
1175000,7686570,447382,790992060,417667313,85119759,131,526,27279360.00,420539777
1101443,7073816,412958,790548795,416597439,84483897,205,497,27319575.27,420194802
1028608,6564960,384329,792471577,416791937,84332515,189,491,27381760.00,420317121
967279,6132744,359950,794082620,416969531,84209900,174,494,27479748.92,420393372
918675,5760946,338820,795694348,417033627,84113503,162,488,27616402.29,420390894
881586,5440804,320576,797118924,417066739,83933062,210,486,27754496.00,420397992
849231,5164529,304878,798174436,417205091,83719451,197,472,27896832.00,420564051
816754,4921496,291015,799031985,417310445,83601015,185,466,28013748.71,420583899
784156,4705823,278551,799644031,417337986,83560230,175,475,28131328.00,420340488
754995,4509668,267186,800009750,417269992,83522268,166,467,28228769.68,420730122
735714,4332077,256946,800033547,416886055,83351677,180,454,28259942.40,420220233
718092,4172377,248013,800713395,417000595,83213392,172,440,28281124.57,420664935
698615,4027951,239842,801127947,417017468,83133473,165,443,28329425.45,420553332
678277,3896336,232298,801667458,417116158,83138095,157,447,28401307.83,420386337
659724,3776119,225249,802241496,417178134,83129398,151,449,28477440.00,420505311
645193,3663523,218729,802238609,416921223,83066902,149,445,28523888.64,420757279
634268,3559975,212875,802820565,417014379,82969433,143,444,28568654.77,420183761
623309,3464550,207564,803024363,416717916,82758709,138,442,28619207.11,420386937
611635,3375152,202660,803377553,417053445,82829692,133,448,28676681.14,420415575
598413,3292376,197942,803410271,416966907,82806084,129,451,28711547.59,420757704
586138,3216127,193442,803767987,417029015,82810666,128,440,28745728.00,420495169
576662,3144584,189238,804306348,417101713,82815606,124,438,28791973.16,420218147
569819,3078464,185289,804700867,417127621,82738098,121,443,28839936.00,420531090
563598,3016329,181754,804960958,417188668,82672187,117,438,28883502.55,420420870
553694,2957941,178426,805186345,417241309,82685431,114,446,28930288.94,420548031
544367,2901851,175212,805357295,417281523,82697430,115,443,28967380.11,420585912
535601,2848076,172137,805380543,417156843,82685549,129,452,28964181.33,420668697
530891,2796654,169211,805686460,417192965,82666837,126,450,28965140.76,420011112
526514,2748929,166556,805874358,417223319,82610786,123,450,28972517.05,420490716
520590,2703714,164105,806067150,417276113,82586594,120,453,28997159.38,420433146
513332,2660320,161750,806131962,417265575,82585330,140,451,29021798.40,420548760
506428,2618865,159380,806403910,417317860,82593200,136,449,29050030.83,420548043
503061,2578700,157139,806695001,417347929,82595753,133,446,29082770.29,420650188
499773,2541259,155060,806937095,417393213,82547747,131,445,29113986.98,420301982
496741,2505539,153121,806915064,417350033,82487737,128,446,29139316.36,420476730
490823,2470868,151256,806598525,417163537,82453171,145,441,29135121.07,420727902
485203,2438895,149477,806743479,417210711,82467329,142,441,29135382.26,420313602
479714,2408344,147675,806864634,417246737,82478602,139,441,29148181.79,420518619
475872,2379352,145919,807140136,417289811,82490030,137,442,29170688.00,420451647
473595,2351214,144238,807342273,417302989,82472365,134,448,29193278.69,420386805
471329,2324006,142664,807058182,417111839,82394025,150,450,29206118.40,420418710
466531,2298228,141209,807174254,417152969,82407570,147,445,29216527.06,420733440
461966,2272998,139773,807288144,417191614,82441474,145,445,29232206.77,420528794
459232,2249176,138320,807526621,417229920,82453842,142,441,29247294.79,420508291
457484,2226227,136958,807565920,417214398,82411812,139,441,29260003.56,420254289
454640,2204176,135706,807620808,417227479,82397688,151,434,29271356.51,420480402
450598,2182768,134515,807713764,417263719,82409721,148,432,29284059.43,420390561
446707,2162259,133261,807861591,417298059,82423315,145,438,29297178.95,420407094
444054,2142183,132050,808066849,417330854,82435926,143,437,29308998.62,420387684
442828,2122965,130937,808166085,417343502,82400735,141,436,29324583.05,420641517
441611,2104884,129851,808259784,417358541,82369632,145,432,29339648.00,420372372
