l2miss,r1b2,LLC-load-misses,LLC-store-misses,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
122981,353,0,0,1145671869,511515195,60635765,0,0,495223047,5439488
70507,179518,49,5,1137448572,510171876,60479331,0,0,419582496,9830400
33798,0,0,59,1145037032,511293626,61445298,0,0,419565114,12779520
402045,806008,0,78,1144354737,513333691,62858128,0,5,419515260,20774912
39495,59,2,0,1153650569,513577221,61012013,0,0,419551803,21692416
38641,130,0,53,1155432174,513589905,60819802,0,0,419657517,21954560
37463,42,2,5,1148030873,513285196,62382777,0,0,419594419,22151168
775454,2423154,11888,100,1122263943,513094806,61205152,0,0,419747444,31195136
34639,150,0,12,1145731264,513161847,61668947,0,0,420107584,31522816
35490,111,11,4,1141735591,513611628,62349295,0,0,419906356,32702464
35511,127,0,25,1147374140,513869100,61571288,0,0,419623328,32702464
35209,0,0,0,1158088451,513561737,59740624,0,0,419762274,32702464
34558,0,0,0,1163787708,513563562,59368207,0,0,419616790,32899072
35050,116,0,0,1152641294,512649517,60627736,0,0,419439598,32505856
96298,2994308,74045,912,1071804941,484194512,61575529,0,0,420072790,41353216
37339,114,5,2380,1139207250,513915359,63303400,0,0,419566294,41418752
36047,2,0,331,1132664918,511867511,62487190,0,11,419692052,41156608
36923,334,0,2,1148815487,512851109,60378336,0,5,419987788,41156608
37707,61,0,0,1154785832,513008316,60019502,0,0,419646061,41287680
38518,113,38,0,1145935897,512897238,61262808,0,0,419641335,41353216
37124,26,0,0,1141848008,513064063,61883006,0,0,419803438,41353216
36836,130,0,0,1133260168,512332447,63319806,0,0,419590973,41287680
35403,0,0,0,1136374239,511914191,62793080,0,0,419707956,41287680
35840,2,0,2,1142323907,513430517,62010324,0,4,419541049,41615360
39765,6,2,7,1274162006,571412439,68845784,0,3,419931531,41615360
42707,106,0,9,1304997156,590392171,72079347,0,0,419624953,41615360
40487,15,0,0,1308710063,589440802,72462432,0,0,420034546,41680896
41945,106,0,0,1314233807,592460495,71515534,0,2,419595654,41811968
41393,13,0,0,1319041619,589512029,69629248,0,0,419672602,41811968
2090389,21087407,229794,1404,1167805143,555745048,74721177,0,0,419578013,41877504
42164,109,11,2735,1330835165,591007709,70084915,0,0,419581078,41877504
43195,0,0,2,1339587305,590905617,68595308,0,0,419727707,41811968
41901,0,0,0,1334437303,591837469,68896023,0,0,420117642,41811968
42357,0,0,0,1335899480,592843106,69107281,0,0,420028182,41811968
143622,32064,425,0,1285948629,589591304,85756248,0,0,419393887,41811968
622936,257977,1615,0,823176907,583494359,235342871,0,0,419778999,41811968
548852,1277,2005,14,747154615,587012925,265750325,0,0,420043104,41811968
773129,1905434,26915,1046,719107136,586186907,286975447,0,0,419658834,41615360
385345,1253,1677,2147,718371959,589228937,282454218,0,0,419670134,41615360
1168097,3750257,33116,1609,694871790,588047656,288769536,0,0,419929434,41680896
1343469,3671182,32165,11468,664480095,591473165,297304829,0,0,420087176,41680896
5456343,9933,2246,2553,583446530,595198965,336645981,0,0,419425624,41680896
7004885,16188,1529,2115,553736895,595043478,354412218,0,0,419905594,41680896
6359573,11831,1378,1669,587878422,587039778,335219426,0,2,419592540,41680896
7088531,5575,1621,1637,552240260,588241582,350097436,0,0,419850512,41549824
10138952,8499,1982,1740,521707358,589173114,367637971,0,0,419604591,41549824
4553990,7053,3078,1565,558978866,570761421,333600062,0,0,419555412,41680896
5601970,274603,23758,28715,480866820,574446295,365854560,0,0,419871069,41811968
4149072,56086,34282,6189,569502526,595088164,339945910,0,2,419488900,41811968
3628237,1414,1089,2750,582220828,593410623,346205270,0,0,420114798,41811968
7257912,1416,1032,1899,499485866,593115025,378727703,0,0,419762910,41811968
8333351,2116,2679,2453,509056829,594948187,369576251,0,0,419933098,41811968
9889190,1232,779,1452,461758384,595933506,398278376,0,0,419954046,41811968
10317507,874,879,1967,440962921,593484105,404944536,0,0,419615372,41811968
4619466,5976,2164,3064,563639109,593469890,348436761,0,0,419566997,41746432
6869462,9559,2314,1702,486971230,592174037,380695492,0,0,419638981,41746432
9031078,6939,1500,1482,441569405,591945121,400049647,0,0,419640173,41746432
9620137,10059,2325,1395,426568919,592710035,409754585,0,0,419863947,41680896
9892874,2648,2155,1837,419985859,593586281,415266713,0,0,419693042,41680896
10372248,512,1003,1575,416247032,589918089,409980743,0,0,419591153,41680896
8716177,954,1166,1752,444529785,591385323,398363274,0,0,420007747,41680896
8177532,1287,1593,2462,454005206,591296014,394842492,0,0,419568400,41680896
5958503,772,1508,2235,513415584,589082815,368332121,0,0,419851978,41811968
726773,6738893,64971,110675,541002154,520077991,294808598,0,0,419689344,41877504
7050191,1348,4433,6142,511608718,594232110,377086136,0,0,419783054,41746432
9646012,2027,2513,4832,437810785,594500106,405301764,0,0,419923642,41746432
3898408,2502,3561,3557,564511443,595509673,353245764,0,0,419654610,41746432
7358600,1300,2633,3069,490377004,594990505,385137442,0,0,420074312,41680896
10403479,942,827,1769,419883117,595933741,413965091,0,0,419921466,41680896
9394811,1097,918,2427,458525607,595618745,401224388,0,0,419794876,41680896
9037969,1082,835,2160,438546728,596145089,409818714,0,0,419689556,41680896
10565589,874,1043,2807,416533525,587710210,409811614,0,0,420112986,41746432
9518781,710,1475,2704,437425119,595289717,408997042,0,0,419746889,41811968
7982830,1173,1435,2468,478270350,596038516,390386630,0,0,419961679,41811968
8720629,1118,1568,3475,470839196,595701885,398783150,0,0,419630643,41811968
9685780,1005,1108,2765,440766390,592899298,402177114,0,0,419680589,41811968
9690971,875,4230,3842,436708954,595744664,409573879,0,0,419636796,41811968
9576089,1278,2986,5141,467094370,595217748,397089515,0,0,419666137,41811968
11342804,659,912,2261,439834412,592494488,404927023,0,0,419933601,41877504
11373874,1023,1140,2779,432711579,595951155,410552970,0,0,419840306,41877504
10995295,621,1410,3197,431624455,596002425,409829555,0,0,419591985,41877504
4087040,943,2176,3169,562760780,590243263,348250274,0,0,419854291,41877504
7526585,1122,1471,1914,484370161,591982692,383801684,0,0,419594716,41877504
8902502,1299,1183,2172,464987943,589671477,389058529,0,0,420081216,41877504
9032005,445,2180,2127,453697275,592143447,395892242,0,0,419703008,41746432
9068906,667,4308,2027,448260398,593147174,398985210,0,0,419609414,41746432
