l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall_cycles,llc_size,local_mem,remote_mem
29104464,160288270,24751231,3021332732,6314116622,3487119707,237,0,705012138,41943040,12519997440,0
4166760,41754,5496788,4365374150,8296112530,3695850180,34,0,419986512,41943040,512622592,65536
4162697,6702,5495842,4367680747,8300113298,3697164800,87,0,419985534,41877504,511836160,0
4167699,7030,5487495,4366027808,8299800313,3698606024,40,0,420031365,41943040,508231680,65536
33479082,447407734,28180883,4762783331,8287975057,4416197656,667,0,420448008,41943040,3314221056,53477376
522309967,822659562,149374183,19730054616,8249181280,1896691657,11395,2,420183573,41943040,4204068864,0
609144082,853191450,158349868,21866778335,7930224777,1162591658,12563,0,420172977,41943040,3308126208,9371648
626678532,1045763324,159225984,21492103621,7883603898,1292308218,13948,0,420099903,41943040,3652321280,15466496
554914024,1062960414,168350724,19185905837,8279852181,2283935336,17600,0,420290469,41943040,5185142784,13041664
225899525,429398731,72339046,10130689371,7766856249,2921837536,7438,2,420285456,41943040,2285436928,0
4146814,7883,5496752,4367255759,8300613698,3698984746,75,0,420098907,41943040,512425984,262144
4138970,5213,5500265,4363780291,8297293884,3697423803,100,0,420091845,41943040,512229376,131072
4144179,5784,5502334,4365882631,8297745254,3697231727,83,0,420195186,41877504,508821504,3407872
31943939,449696580,28876146,4779815075,8293500253,4425811722,751,2,420421812,41943040,3327393792,72810496
516012303,824379039,147728997,19501389712,8254651980,2005676607,10551,0,420247539,41943040,4164943872,0
601189306,843724774,154693449,21406872927,7902169290,1198154917,12116,0,420286239,41943040,3277389824,6488064
625397093,1053930916,156942391,21346130267,7877732914,1300381426,13389,0,420305112,41943040,3611885568,23461888
565021634,1078889191,169355207,19611066693,8270595493,2140802988,18610,0,420370926,41943040,5164498944,0
290076296,1643732453,108123452,10026715662,8005150220,4492661820,7550,0,420314376,41943040,6975455232,19857408
362944964,1704015466,114547578,12605865874,8265865674,3949205440,10427,0,420329622,41943040,6488391680,0
632595871,1004830095,159522142,21965233404,8034480325,1242766500,18672,0,420278598,41943040,3548512256,15466496
674145341,1113877364,165990653,22940868621,8249928319,1223011686,13355,0,420209268,41943040,3595173888,6291456
586882983,749368934,155356114,21454049312,7964445868,1227173072,12097,0,420472524,41943040,3207135232,0
381952421,1268445921,113626034,13193025609,7919502686,3428794413,7719,0,420567660,41943040,5472583680,50462720
271664686,1853105044,100296307,9888035749,8263688062,4708551385,6973,0,420390522,41943040,7156269056,0
633100380,1005005406,161497314,22354699066,8180870773,1219896628,20560,0,419998602,41877504,3596025856,0
654762736,1071131728,160570711,22222947323,8035051540,1212762454,12734,0,420390150,41943040,3532652544,30605312
588693539,801220533,153189769,21248147435,7881386483,1189264807,11883,0,420234819,41943040,3208839168,589824
451753578,1032284408,132765192,16973655043,7919778282,2435892746,10093,0,420554031,41943040,4528865280,49872896
188314563,2053542882,82618682,6286906511,8272275684,5707224842,3435,0,420537735,41943040,8056209408,0
650821097,1064047507,164685201,22714214215,8256653323,1230270832,19935,0,420208887,41943040,3698130944,13762560
638263230,1044944463,157986098,21895707563,7953918251,1210840936,14194,0,420234204,41943040,3436511232,131072
613676840,893909872,156202447,21642482387,7990730586,1232912388,12252,0,420179226,41943040,3305701376,3080192
526680331,813807186,144600864,19631621441,7908519230,1525202731,12211,0,420569688,41943040,3599826944,52690944
110429651,2218986323,70495065,3797605964,8273227225,6403078393,95,0,420669360,41943040,8842313728,0
634776477,1086011008,163015495,22369825633,8250162305,1340220763,20503,2,420372042,41943040,3746037760,0
630684205,1019718852,156805763,21715573827,7923407777,1215422647,15303,0,420222882,41943040,3446734848,0
619642413,944586707,155712665,21514482926,7878607615,1202763478,12385,0,420191916,41943040,3311796224,3801088
