category,streamcluster
runtime,52.76679825782776
l2miss,78758158.3774319
r1b2,855989.813229572
l3miss,60049014.25291829
instructions,4389390176.373541
cycles,7909151774.066148
stall_cycles,5539557405.233463
intra_coh,12313690.431906614
inter_coh,0.8210116731517509
wall_cycles,420207166.1089494
llc_size,41929524.79377432
local_mem,3835866450.677043
remote_mem,4863689.214007782
