category,blackscholes
runtime,49.59403347969055
l2miss,1981709.439834025
r1b2,1010008.7095435684
l3miss,1955270.979253112
instructions,3254020243.385892
cycles,5053857389.568464
stall_cycles,2017873622.9170125
intra_coh,421.5228215767635
inter_coh,0.5933609958506224
wall_cycles,419971190.24481326
llc_size,40951841.991701245
local_mem,144226244.51452282
remote_mem,210476.61410788383
