l2miss,r1b2,LLC-load-misses,LLC-store-misses,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
50108703,157,33582516,1243036,2882818020,7023596019,5001652077,13,0,419992746,40501248
49552142,276,33705921,1242876,2858733239,7025979729,5013789501,5,0,420013137,40501248
49877921,34,33895497,1230549,2865429168,7021520950,4998288603,7,0,420035259,40632320
49895442,31,32875601,1150336,2938508838,7011669523,4939690140,4,0,420067527,40566784
50235927,0,33537943,1104747,2905938579,7018282533,4978671200,2,0,420008718,40239104
49852156,169,33575112,1139428,2870446753,7024137162,4992207010,2,0,419936160,40304640
50002491,69,33769163,1108702,2907625330,7019414131,4977550600,4,0,419995065,40697856
47354551,1805369,32976960,1146969,2778830895,6863070162,4916570524,225,0,419928381,40763392
44269349,4,30997699,1097117,2642150144,6472932999,4618873896,183,0,420011835,40763392
43679857,144,30399686,1003532,2631901135,6406039296,4589148804,18,0,419989260,40697856
43219034,0,30125153,1038405,2633911950,6417483397,4595200365,0,0,420023697,40697856
43399877,0,30633500,995258,2626837162,6412425666,4595400798,0,0,420004467,40435712
43522786,264,30289421,1030577,2631968157,6410678961,4592317507,0,0,420006333,40632320
43815854,74,31034665,1030822,2672853363,6418721541,4567449627,0,0,420014544,40435712
43393937,0,30358361,1001104,2610308242,6409799582,4599999249,7,0,419986050,40763392
42856177,29,30473270,1021602,2609289307,6420816300,4602917012,5,0,419988999,40501248
43455636,52,30607243,991267,2606252513,6412500779,4617623477,5,0,420638376,40501248
42751624,0,30390395,1019453,2592746718,6423536394,4622391590,15,0,419260467,40173568
43503742,336,30884370,989001,2642097931,6410158913,4578456439,5,0,420005328,40304640
42788880,0,29655310,1017527,2588004105,6334995647,4533476978,2,0,419983107,40304640
42634296,1855815,29833058,985981,2566136509,6288811022,4501212784,84,0,420002949,38797312
37637266,200,26204365,906893,2349779988,5583626795,4015950575,172,0,419992821,40042496
37339642,0,26413570,913460,2385136073,5639087955,4084864401,22,0,419956668,40566784
