l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall_cycles,llc_size,local_mem,remote_mem
1434,0,10040,1122008643,538109574,23671252,0,0,519880782,36110336,46727168,1572864
1598,0,10185,1120629693,537763769,23798473,0,0,419442132,39976960,53018624,1966080
1441,0,10275,1110836244,532619428,23529722,0,0,419442513,40501248,57737216,2490368
1501,0,10986,1115763772,535339078,23537282,0,0,419476116,40173568,60096512,1376256
1281,0,9732,1118803894,536578621,23626263,0,0,419462202,40370176,60817408,0
1103,0,10166,1118756920,536481908,23619020,0,0,419314683,40304640,61341696,131072
1191,0,9330,1120923734,537037904,23631046,0,0,419440794,40435712,61472768,0
1222,0,8800,1120910794,537547825,23509671,0,0,419436480,40435712,59899904,0
1490,0,9463,1119899999,537031982,23520145,0,0,419446155,40304640,60162048,0
1723,0,9368,1119433076,536725324,23508163,0,0,419413965,40304640,61145088,65536
1469,0,9755,1120837685,536889628,23503070,0,0,419423700,40435712,60424192,0
1087,0,9740,1120925310,537602311,23548644,0,0,419435325,40501248,60227584,0
1461,0,10777,1119782062,536883601,23529987,0,0,419486814,40304640,61603840,0
1187,0,10845,1119540537,536893639,23533736,0,0,419351535,40173568,61669376,262144
1074,0,11220,1121123665,537331814,23519967,0,0,419416959,40632320,60358656,0
1478,0,10562,1113121785,535385069,23419664,0,5,419473020,40370176,60751872,0
1391,0,11945,1120083187,536950165,23441325,0,2,419368110,40304640,60882944,196608
1328,0,12365,1121073561,537362668,23428415,0,2,419472687,40697856,60751872,65536
1274,0,13229,1117374566,535935916,23459464,0,0,419400681,39780352,61734912,0
1350,0,12307,1117657869,536179534,23442822,0,0,419428395,39911424,60751872,0
1403,0,12143,1123568583,538374482,23498311,0,0,419373765,39976960,61210624,0
1384,0,12970,1125528759,539613195,23531864,0,0,419416539,39976960,61407232,262144
1389,0,12583,1125734072,539955043,23538328,0,0,419458878,40239104,60882944,0
1404,0,12233,1122093696,538235385,23498048,0,0,419433900,40304640,60424192,0
1268,0,11865,1125163432,539375217,23554617,0,0,419407350,40435712,61210624,0
1143,0,13078,1124308530,539050076,23499809,0,0,419386212,40042496,61865984,262144
1249,0,12547,1125319279,539534397,23497835,0,0,419394264,40173568,61407232,0
1126,0,11726,1123157596,538819470,23520955,0,0,419458440,40173568,60948480,0
1397,0,11082,1119908441,536812442,23435030,0,0,419455158,39583744,63569920,0
973,56,1968,196659162,111437410,5688426,0,0,419749363,39452672,34406400,0
0,0,0,0,0,0,0,0,419491638,38207488,9437184,0
0,0,0,0,0,0,0,0,419550183,38731776,7536640,0
602850,3470,103809,614021773,285704530,32301973,0,0,419354576,40370176,76414976,458752
63061,610,14679,1438006030,582442017,47280778,0,0,419227770,39518208,12320768,0
58326,857,14294,1436963185,581813933,46986648,0,0,419427876,39583744,15597568,0
55769,88,19411,1462249241,593723972,47925437,0,0,419378673,39518208,4194304,131072
51745,341,19093,1418866566,591602071,52260036,0,0,419452464,39649280,8257536,0
2432589,1662587,418842,1541757540,595265817,65474261,0,2,419450352,39256064,77922304,393216
40392047,25293155,17674914,3657417950,3756999776,1862216334,1479,2,419777468,41877504,2474639360,23003136
62193160,1606,42338033,4751358878,7937565149,5077905331,19,0,419616429,41877504,3898867712,196608
59431667,1056,42889627,4309000052,7974915682,5348917855,13,0,419614904,41877504,3797942272,10944512
56552924,554,41912435,3985385241,7984691873,5547183890,8,0,419533650,41877504,3655860224,0
56146362,573,42262013,3909470581,7984668802,5596808649,8,0,419604231,41877504,3650486272,0
56072252,1149,42815039,3865346925,8000693386,5638403375,6,0,419867815,41877504,3654549504,1245184
55882451,632,42697944,3812860861,8005921484,5671501575,6,0,419622216,41877504,3693084672,0
55673970,939,42993056,3792353235,8009092758,5698136566,8,0,419756268,41811968,3701276672,2097152
56051139,655,43173264,3775978464,8005830246,5700588430,3,0,419697191,41877504,3671326720,4194304
56509241,559,43776952,3803516010,8012249490,5698935326,5,0,419429681,41877504,3711696896,0
55553834,1106,43201958,3727140605,8027682599,5752737438,8,0,419828191,41811968,3659333632,1310720
55641388,728,43380602,3713853285,8021415304,5756622306,7,0,419728034,41811968,3631874048,0
56044442,727,43604317,3709649743,8017240976,5764833442,5,0,419349327,41877504,3655139328,0
55742784,598,43808246,3689661524,8023197344,5778003466,9,0,419842089,41877504,3653435392,720896
55364597,796,43648920,3657397915,8033988852,5809098762,10,0,419405681,41877504,3646816256,0
55405159,618,43675945,3643077220,8022376000,5800641810,8,0,419819156,41877504,3636527104,0
55387882,513,43861673,3636683874,8026436104,5818163625,13,0,419439666,41811968,3647930368,1114112
55205460,906,43779772,3619300721,8036987757,5828800007,8,0,419749002,41877504,3629907968,1441792
55727970,486,44093262,3644204810,8037571711,5807601989,5,3,419844402,41877504,3656777728,0
59806038,731,47256952,3961329251,8030562494,5649282692,18,0,419535945,41877504,3916955648,1245184
60367322,627,47282790,4006579002,8023125182,5611435099,6,0,419440326,41811968,3930783744,0
60062585,588,47345839,4002047450,8040273794,5619260838,11,0,419631117,41811968,3924754432,0
59621405,492,46921742,3957594233,8031127168,5637004014,13,0,419785767,41877504,3873112064,917504
56364304,515,44412034,3731238238,8035876821,5765214112,13,0,419728452,41943040,3664576512,1507328
54775133,466,43117177,3609710880,8049173930,5840607848,13,0,419969881,41943040,3569287168,1507328
54764833,329,43248463,3610438379,8042338625,5844616173,3,0,419834204,41943040,3546873856,8978432
55094097,636,43553550,3627725715,8042736138,5816836649,13,0,419959206,41943040,3596288000,0
54757212,558,43180237,3586719484,8046816653,5839677081,13,0,419990783,41943040,3517251584,0
54634151,301,43060106,3586469997,8044652798,5851505805,22,0,419873344,41943040,3513974784,1179648
54649205,564,43133561,3596887696,8047656272,5853569039,2,0,420122763,41943040,3524788224,1245184
54529091,822,42967565,3584284044,8054106992,5857394682,10,0,419876979,41943040,3521249280,0
54587593,214,43046905,3587397659,8048251339,5862154551,8,0,419866083,41943040,3544907776,0
54734184,603,43208286,3587846917,8046251204,5860125408,9,0,419837868,41943040,3529441280,3932160
55613775,319,44184824,3653856754,8056146137,5818921895,8,0,420066933,41943040,3615358976,2555904
54571000,397,43291998,3566237693,8038589791,5862479652,2,0,420058467,41943040,3554738176,0
54532548,509,43258180,3553172411,8055504726,5878078105,6,0,419985024,41943040,3531472896,1048576
55435284,316,44154193,3605660315,8050013824,5857006128,11,0,419906157,41943040,3593928704,0
54408624,506,43399100,3540410256,8061542982,5881504220,5,0,419991471,41943040,3526230016,131072
54609716,281,43676705,3547992165,8057704168,5882847923,8,0,419984163,41943040,3544252416,2228224
54386946,789,43375777,3521833416,8060216920,5901053512,6,0,420116001,41943040,3520200704,0
56597584,397,45394460,3691604344,8059736575,5806709499,14,0,419895972,41943040,3703242752,0
58565795,746,46662896,3820270405,8055456100,5726113924,10,0,419807736,41943040,3786604544,851968
58742836,594,46945457,3854430589,8048619617,5710509187,6,0,419962707,41943040,3818455040,1245184
57880795,479,46212675,3790963360,8045845878,5743742044,14,0,419744228,41943040,3797221376,0
56584958,394,45064621,3694671598,8057792599,5796400237,22,0,420060907,41943040,3654549504,3407872
54665320,303,43764174,3582270489,8054614181,5867549147,7,0,420050655,41943040,3544383488,3145728
55254980,389,44051195,3585479316,8055743054,5856500071,8,0,419940753,41943040,3540254720,0
56383812,401,45167619,3665872794,8062541119,5807137978,8,0,419980836,41943040,3644784640,1245184
54367359,387,43523334,3531635589,8062795461,5892730552,16,0,420056154,41943040,3532718080,917504
54242501,435,43443735,3513860956,8070711281,5902232104,10,0,420199599,41943040,3506765824,0
54266455,388,43619517,3525997258,8055404139,5888273026,10,0,419915022,41943040,3546611712,1048576
54590926,817,43819660,3538772667,8053444130,5877455613,8,0,419972457,41943040,3530686464,327680
54109586,547,43482916,3508605378,8074236625,5913670204,8,0,419981892,41943040,3492216832,2555904
54027153,356,43521899,3501998803,8059341103,5903351653,7,0,419896065,41943040,3546873856,0
54310423,454,43629842,3508038034,8059274721,5900703008,11,0,419879745,41943040,3517186048,7667712
54167450,592,43479637,3500905074,8063726747,5900371211,16,0,420085359,41943040,3546742784,0
53949211,546,43568829,3503542563,8071984214,5909592882,10,0,419918097,41943040,3530489856,0
53932266,554,43484547,3485222970,8060310929,5908372940,8,0,420036231,41943040,3522035712,4587520
54454812,398,44023549,3528168430,8052789515,5893375581,9,0,419929164,41943040,3575447552,131072
53925547,684,43576256,3482007812,8068342376,5924170803,8,0,419976888,41943040,3522494464,2752512
54006997,160,43766506,3499415333,8065767932,5906686533,12,0,420123522,41943040,3544842240,0
54307447,433,43866914,3508813712,8065625176,5903706723,11,0,419790591,41943040,3548119040,2686976
54036516,324,43498641,3490518536,8053771355,5918653047,6,0,419853648,41943040,3506569216,1507328
56550506,426,45843543,3671754826,8075035962,5817128588,5,0,419727612,41943040,3693019136,0
58531181,187,47296886,3793516469,8049706759,5753019104,13,0,419971515,41943040,3835625472,0
56865765,617,46037932,3676082588,8073562798,5809963568,10,0,419833521,41943040,3727884288,6881280
56834635,216,45876936,3674212869,8062859841,5821140167,6,0,419909715,41943040,3728605184,458752
56349220,442,45776177,3642297494,8073536903,5836279151,10,0,419769402,41943040,3663134720,0
59367879,302,48017911,3839580798,8071769903,5716613974,10,0,419815128,41943040,3852009472,0
59379436,594,48204758,3841182267,8063165874,5714842641,6,0,420021258,41943040,3883597824,262144
59031719,382,47888707,3820131322,8076218872,5735848146,5,0,419673114,41943040,3824877568,2949120
59383026,562,48267360,3835033866,8067471949,5729213969,6,0,419771334,41943040,3871277056,0
59062553,469,47879444,3798632499,8059141765,5731175690,5,0,419857017,41943040,3841064960,0
58870898,480,48027918,3804788402,8073506439,5742072301,16,0,419692920,41943040,3837329408,131072
59430539,327,48376171,3828775571,8076968327,5725675691,6,0,419805960,41943040,3875536896,4325376
59195469,971,48075772,3821303855,8057953136,5726814090,11,0,419796060,41943040,3856465920,131072
58879005,527,47823624,3793496236,8066777210,5744578035,11,0,420163773,41943040,3824484352,720896
56759694,628,46134146,3650777398,8070454960,5828200986,8,0,419815518,41943040,3703635968,7536640
54109963,497,44044213,3474846068,8074345820,5938079514,8,0,419944818,41943040,3543203840,0
54212178,401,44234377,3495630189,8076508483,5930736520,8,0,420189591,41943040,3516334080,1638400
53843581,347,43810314,3444017227,8063905630,5947591860,5,0,419871513,41943040,3516399616,786432
53860528,362,43866057,3452409946,8080035526,5945753398,5,0,420064200,41943040,3512860672,589824
53691423,341,43909051,3451129513,8086550249,5951045983,5,0,419879533,41943040,3489202176,1048576
53717076,332,43821221,3431618440,8073150056,5955513494,8,0,420024926,41943040,3508404224,0
53995335,291,44023755,3449930552,8079551671,5942120856,3,0,420037668,41943040,3529113600,0
53870563,463,43958763,3459572264,8069246506,5952336036,8,0,419975556,41943040,3516399616,524288
55114128,599,44889851,3530314116,8083503243,5911088598,5,0,419912130,41943040,3589144576,0
55758635,765,45443300,3585517910,8070119675,5869016069,8,0,420033528,41943040,3629776896,3735552
57227434,277,46822197,3724316216,8041370602,5786594553,14,0,419668896,41943040,3743023104,0
57134981,675,47108220,3814558246,7957732620,5679498245,6,0,419608552,41943040,3863937024,4521984
54107450,282,45080784,3704390853,7898030557,5707010058,5,2,419861903,41943040,3751739392,7077888
50447476,460,42549858,3523107446,7847145715,5772304214,0,0,420055003,41943040,3577806848,131072
47277870,437,40482118,3440088647,7675236578,5687307252,6,0,419948405,41943040,3517186048,1441792
44932713,86,39561078,3408937782,7543487613,5605156931,3,0,419809455,41943040,3521314816,0
44726094,455,39478328,3406749000,7502332869,5574443332,8,0,419990457,41943040,3541041152,0
40254936,390,37044088,3335935553,7233295219,5385064201,3,0,420092190,41943040,3549822976,196608
39170008,1451,36657658,3331057770,7146302124,5327530538,13,0,419851911,41943040,3552575488,0
39344401,171,36750396,3334989415,7149890596,5318958246,3,0,419951937,41943040,3570597888,4521984
