l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
3624408,256,1397432,6370309882,8149705820,3170736129,5,0,471213695,3145728
3679268,0,1433614,6379040383,8075336363,3128027002,0,0,420606996,2818048
3621227,0,1460124,6431376577,8175513334,3153675282,8,0,420881312,2949120
3592813,0,1447837,6406575277,8167448270,3159545415,7,0,420754526,2752512
3658038,0,1494533,6355398587,8088568052,3155328660,9,0,421081959,2621440
3680193,0,1571537,6421774340,8117153843,3132716314,5,0,420927020,2490368
3595822,0,1552757,6423260006,8178226238,3167933547,2,0,420801503,2621440
3613884,0,1545162,6380636833,8148299255,3165220128,3,0,420983248,2686976
3674827,0,1545806,6376904657,8080683543,3138900835,9,0,420920556,2621440
3644273,0,1596672,6430010637,8160784543,3145166534,9,0,420884300,2883584
3593942,0,1631909,6421068481,8168100857,3167536359,3,0,420917136,2555904
3643708,0,1620011,6352531709,8115807375,3160263880,0,0,420992156,2686976
3679370,0,1628051,6407460571,8103196154,3131924212,12,0,420859364,2162688
3609925,0,1634477,6430967775,8175350999,3160844642,16,0,420895208,2359296
3594981,0,1626810,6388965489,8160860389,3161859159,7,0,420552492,2818048
3668692,0,1697907,6365874269,8081329009,3147439710,9,0,420943908,2752512
3661249,0,1694299,6423770190,8136073818,3138021644,12,0,420863234,2490368
3596523,0,1627434,6428338078,8178240275,3169337008,0,0,420949050,2883584
3624252,0,1661840,6366420460,8134981621,3164203395,6,0,421087048,2686976
3677777,0,1732977,6393247039,8092785567,3132910138,12,0,420787788,2883584
3631866,0,1705267,6431513142,8160785732,3150700590,14,0,420784364,2424832
3587759,0,1601699,6407309096,8174810982,3170248497,3,0,421049080,2490368
3661149,0,1701089,6355993325,8101992653,3153533127,9,0,421018904,2621440
3673970,0,1729769,6421169051,8122437283,3135841048,5,0,420847120,2097152
3601565,0,1658273,6435194540,8172151209,3161709850,0,0,420942908,2621440
3600954,0,1697676,6377047835,8147642470,3169013448,0,0,420822535,2555904
3679057,0,1781136,6367629810,8080334818,3138992084,5,0,420805045,2490368
3643586,0,1749136,6429393920,8161243734,3147409715,5,0,420999731,2424832
3594101,0,1691175,6426726214,8171085808,3163783892,0,0,420981354,2555904
3639401,0,1783865,6359596874,8118482646,3162949353,19,0,421103407,1966080
3682080,0,1881072,6402371971,8096445830,3133659008,6,0,420788764,2031616
3612019,0,1745618,6428880962,8178076872,3160102788,8,0,420984682,2359296
3594900,0,1756716,6394660454,8155538087,3162398859,0,0,420704152,2621440
3667025,0,1861021,6362615484,8088534736,3147991084,0,0,420729258,2752512
3661732,0,1833203,6421327695,8132521785,3137561869,17,0,420859212,2228224
3594520,0,1863143,6427470548,8176817315,3166283454,2,0,420782344,2162688
3619921,0,1875138,6365869368,8128798640,3161523187,2,0,420811324,2621440
3675901,0,1842109,6387403848,8092142135,3138538074,0,0,420838476,2293760
3632139,0,1880918,6430272110,8166284259,3152593165,2,0,420981416,2490368
3594174,0,1771538,6415694599,8175658516,3165267232,3,0,421014352,2555904
3650914,0,1919435,6359912752,8097687369,3154828536,3,0,420757039,2162688
3670915,0,1929749,6405958576,8111152084,3134492284,2,0,420612945,2293760
3603109,0,1870981,6422781612,8163950692,3161517053,2,0,420660718,2359296
3604410,0,1933928,6388047080,8156641160,3165249900,3,0,420991070,2359296
3670078,0,1982323,6371214028,8092993230,3144304828,3,0,420882580,2031616
3651534,0,1912282,6431654774,8145729515,3144727985,3,0,420956108,2097152
3596100,0,1885148,6416140059,8166675345,3165229183,3,0,420768486,2490368
3630475,0,1937714,6361047914,8118447621,3158746329,0,0,420691307,2621440
3669600,0,1887351,6397057944,8100849189,3137480270,9,0,420795391,2228224
3620822,0,1898788,6434335644,8169393261,3154125501,0,0,421124364,2424832
3595887,0,1928168,6397511749,8160224239,3168190504,3,0,420763249,2097152
3661339,0,2007418,6362866550,8096443088,3150129681,2,0,420910843,2424832
3659324,0,1976927,6417550833,8129740466,3140019266,9,0,420834704,2031616
3599256,0,1983902,6425781258,8177596046,3161723199,5,0,420784858,2031616
3615007,0,1965424,6380466016,8140639741,3166213949,15,0,421171167,2031616
3676344,0,2012966,6384477369,8091470487,3140684571,2,0,420819215,2424832
3635957,0,1955349,6424210972,8155110428,3150426525,9,0,420932300,2293760
3596927,0,1994235,6415027200,8174652336,3167112965,3,0,421080912,2162688
3643282,0,2099235,6365490341,8109989392,3155690785,11,0,420703675,2424832
3669123,0,2049531,6403858625,8108129501,3134585556,3,0,420593369,2359296
3614299,0,1941193,6425220767,8161489578,3159881563,8,0,420847288,2293760
3601539,0,2025734,6383929440,8157666836,3163180680,11,0,420767635,2359296
3664410,0,2029196,6366015273,8089887383,3143894074,12,0,420580291,2359296
3648858,101,2048631,6420600869,8131771868,3139042409,8,0,420659308,2359296
3600614,0,1915605,6420783137,8163351676,3163432929,10,0,420794790,2097152
3623851,0,2080884,6370038694,8129021453,3161094695,5,0,420765700,2555904
3666932,0,2108302,6384752421,8096309823,3138520675,0,0,420589902,2293760
3623545,0,2031231,6429671670,8163236695,3152324700,3,0,420801590,2293760
3603039,0,2063058,6404232418,8157613223,3163962420,3,0,420999416,2359296
3650950,46,2090185,6368477685,8109149301,3152897186,2,0,420777696,2162688
3662202,52,2098312,6409816050,8120343777,3138919318,11,0,420700634,2097152
3604837,121,2087754,6425432497,8176664165,3163655440,5,0,420966083,2752512
74921945,285256148,32106524,4380424539,3756787909,1401302364,272,0,420697356,2686976
114990819,452658085,50458266,3508898087,1548163674,522636405,117,0,420830040,3145728
35868196,133604263,13283321,1361001167,668360964,248536905,117,2,485981233,3080192
45158,527,12808,160940292,99225210,38809963,8,0,355475870,2949120
2070297,9078936,1698470,391671070,204790239,65542696,31,0,420887383,1966080
4210239,14404426,1711583,279331271,159823550,48559478,53,0,580958481,0
941645,5068444,404946,34234213,16179294,5855161,0,0,3718677492,0
1140599,11342103,642864,48780866,21921176,5633167,12,0,2697272518,393216
2054380,14648136,793000,62681417,29247563,11495533,2,0,2687952498,393216
1139996,9475230,524368,44438888,22727366,8358652,0,0,2908023476,327680
217852,4801945,410731,38837593,21459102,9497167,0,0,4403932764,262144
