l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
4057881,2671858,1957649,986328493,419394092,53997745,2301,255,0.00,363122415
4629233,1342421,3418840,677957951,469248228,180954657,3392,332,0.00,420546849
4538707,1235737,3544515,563700687,471868280,224013698,3275,382,0.00,420549501
4604622,1060221,3644264,505685021,479469529,243019997,8374,522,0.00,420448053
4403382,849391,3530976,456659782,461040626,243941378,7078,470,0.00,420675153
4463420,709631,3638922,434870119,461134956,248186367,7664,442,0.00,420252123
4290885,609017,3645581,407521244,447298618,246012925,6757,443,0.00,420443772
4259018,533544,3626722,390640179,443401999,249183682,6401,456,0.00,420482766
4159638,474987,3556254,374291834,434180334,246800947,5825,452,0.00,420456906
4320104,428552,3661978,372700084,443057380,255677317,6901,483,0.00,420647010
4241918,389938,3624482,360824648,436620632,253339076,6349,460,0.00,420235629
4233121,357967,3669459,358076384,439768567,257497282,6057,463,0.00,420724509
4176776,330844,3612004,349289212,435331953,256788019,5772,465,0.00,420418710
4180752,307595,3610574,344390332,432887362,256281943,5669,467,0.00,420307728
4162732,287325,3632321,338079134,431094824,257429985,5527,468,0.00,420681744
4129519,402797,3574060,336109939,427213078,255813636,5336,469,0.00,420204954
4059837,382197,3544408,329157077,421997318,253489480,6170,476,0.00,420703373
4043064,363264,3556677,333750031,426576869,255665073,7493,480,0.00,420208360
4042215,351420,3569687,335842436,429311704,257507147,8353,507,0.00,420375777
4002418,334042,3537147,335192209,427718659,256188926,8006,494,0.00,420688610
3993499,319844,3517750,336705936,428624667,257084452,8029,483,0.00,420441391
3956627,307383,3483616,333336495,425829228,255870910,7737,473,0.00,420243813
3955090,296283,3488982,332871218,426594325,257245111,7888,459,0.00,420584064
3918850,284080,3461276,332140280,424931588,256126361,7602,460,0.00,420409080
3870241,275842,3407473,328987725,420472878,253343738,8159,464,0.00,420478524
3847591,265343,3379227,328516447,418521725,251916573,7938,456,0.00,420598152
3841304,257146,3369382,329459944,419309765,252299459,9986,455,0.00,420276060
3810312,249311,3347037,329356971,418147289,251502296,9667,450,0.00,420393099
3793086,242441,3341380,331066978,419734520,252248871,10482,456,0.00,420387594
3786893,234502,3333508,330639004,419105089,252004614,10186,454,0.00,420444519
3804093,227163,3332733,331797164,420166467,252636711,11838,456,0.00,420720939
3776218,220702,3311118,331169408,418732265,251663256,11575,452,0.00,420099501
3791097,214415,3318791,333777200,420778910,252197302,12229,464,0.00,420368478
3758841,209138,3312106,332780833,419464668,251183423,11902,455,27467.29,420405273
3749596,204550,3300669,332089190,418579772,250698092,11691,456,869288.23,420441624
3753845,199577,3301728,331981408,418380778,250265641,12888,458,1664341.33,420487890
3772438,195124,3315420,333000978,420965740,252138488,14450,468,2416418.59,420447849
3747714,191317,3300267,331623603,419159044,251097323,14101,466,3128912.84,420375618
3758743,186639,3310037,332370489,420555758,252221423,13928,470,3804868.92,420695241
3751536,183262,3309821,331907229,421356506,252648891,13647,471,4447027.20,420330876
3732124,180687,3307080,331036174,421403289,253024219,13771,470,5057860.68,420470928
3734817,176591,3299538,330958579,422167897,253661585,14606,473,5639606.86,420372753
3735699,173482,3307582,331117690,423008122,254352034,16058,471,6194295.07,420681823
3717616,171115,3315557,330483086,422827868,254439060,16320,467,6723770.18,420232394
3712198,167593,3308355,329572457,422234315,254151129,16313,473,7229713.07,420630693
3722556,164189,3300153,330732188,423494566,254844880,17452,470,7713658.43,420409380
3712933,160763,3289171,329950938,422831480,254705293,17107,467,8177010.38,420379284
3714633,158968,3301318,331819858,425615785,256966080,19020,463,8621056.00,420395052
3701400,156572,3293588,331124557,424801721,256491406,18670,459,9046977.31,420456414
3716511,153569,3296597,333157534,426701490,257366376,18931,469,9455861.76,420874752
3703044,151267,3288562,332865089,425958820,256808948,18582,466,9848711.53,419815761
3700762,148632,3292314,331311425,425276619,256703246,18459,466,10226451.69,420342948
3695283,146896,3284585,330157594,423875797,255738400,18129,462,10589937.51,420690234
3688785,145135,3278662,330018942,423135493,255046324,18500,462,10939960.89,420301791
3679338,143114,3271640,329318591,422543610,254807002,18189,463,11277256.15,420648555
3654491,141403,3263921,328140146,420879641,253657476,17964,461,11602505.14,420405399
3648836,138962,3251058,327460270,420172240,253378811,17692,460,11916341.89,420377217
3670179,137978,3275805,329452153,423669731,255706409,20904,463,12219356.69,420646593
3672583,135725,3270969,329738853,423965715,256009631,20584,461,12512099.80,420482991
3674144,134932,3280366,331082194,425356134,256743635,21075,466,12795084.80,420399042
3665629,132781,3266075,331979226,425098879,256465155,20775,462,13068791.61,420465066
3668576,131387,3272123,332645567,425453179,256616013,20515,459,13333669.16,420474369
3667715,129361,3269413,332234175,425105775,256393169,20278,457,13590137.90,420727337
3657681,128559,3266043,331933834,424581176,256099120,20019,454,13838592.00,420506326
3651368,127578,3268505,333045158,425356526,256699171,20042,466,14079401.35,420392049
3647074,125755,3261614,332602587,424695203,256129899,19929,468,14312913.45,420685228
3653160,124442,3272722,333027210,425524646,256604228,20207,470,14539455.04,420252782
3648332,123343,3274337,331965548,424944406,256324341,19938,468,14759333.65,420578241
3641869,121635,3259908,331515687,424245500,255822066,19901,470,14972838.96,420616854
3633799,120453,3255303,331391850,423934562,255715838,19633,469,15180244.11,420478290
3636078,118795,3249761,330857824,423163782,255042755,19499,464,15381806.87,420465321
3630331,117464,3242769,330835693,422753975,254740756,19250,460,15577770.67,420622620
3626062,116494,3248228,330376737,422511571,254873737,20753,460,15768365.59,420577350
