l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
3343275,1322847,1162614,672086482,559394088,186260234,0,446,541377721,41680896
1617583,65414,823733,709383745,556773087,175906849,0,135,419968728,41549824
3552180,776493,629427,907939324,552261626,123721933,0,333,419854779,41746432
2146786,199464,1097754,834172162,583651146,193560860,0,81,419941836,41746432
14660712,29810729,6261184,716985621,597549428,218548973,0,15,419896512,41680896
8789284,17192821,1949500,807359108,535495945,181817744,0,240,419861073,41811968
12112259,16740479,8011093,8337665961,4977375915,1326609550,16060,8957,420517785,4194304
123405911,22650448,7679353,9770692602,3510360883,238134801,5837982,104,420487299,7208960
9496519,6167759,8214752,8914948076,5535339617,1544651500,15345,496,419991857,5439488
71637567,18905954,9218196,9732115423,4748852319,928219115,3190828,63,420542277,2949120
61203950,14957791,7857997,9506981337,4626386811,939152627,2554321,86,420453077,3866624
12909157,9401876,8473827,8883890356,5540274641,1583641754,93666,50,420370579,4784128
118662130,21787106,7222241,10401436577,3892548249,341711454,5607018,5,420803055,4587520
9307597,7812934,7241784,7963638490,4962373141,1418487979,19422,73,420659938,6881280
81530305,16306376,8685581,10268564613,4841694659,944241440,3454476,3,420635956,2752512
56944814,15362546,8008947,9414969911,4771727872,1060454333,2196829,36,420678866,3538944
19528041,9198558,8224245,8857533073,5439088352,1565412530,468620,16,420917156,2752512
117162672,19870937,7330213,10575588462,4190677445,488102602,5339496,5,421055780,3866624
8327408,6284524,6827988,7754419589,4868283270,1410037870,22950,48,420784408,5636096
80092835,13789964,8577967,9963786761,4687862475,854510941,3921287,2,420819616,4718592
48635697,14163284,7901842,9309733664,4922603858,1118019840,2267618,86,420987184,4063232
21263717,11802346,8763363,8916186333,5310876695,1448341738,609566,11,420760352,3080192
112233511,21713835,7615716,10732349962,4314451600,528969478,4980417,0,420695049,3735552
8973544,11196934,7163370,7712784858,4865791465,1433292644,14274,14,420801279,3735552
86775515,17898943,8320234,10008660383,4546301965,817209572,3894120,0,420928080,2949120
47877883,14492719,7936038,9400176234,5005942439,1171483443,1808856,8,420649068,3932160
27986371,13943689,8326480,8828089865,5159876714,1444077831,572929,8,421149468,3276800
