l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
20067462,3069531,872479,10224999490,4515252127,491707272,2310897,87,557027849,14680064
23250350,3127714,790089,10581707810,4735117405,516070178,2498927,10,420562424,15597568
24349734,1921230,664442,10576638131,4814980931,516394405,2565472,2,420705415,15532032
22366391,3642515,841670,9988749527,4444344680,470723202,2260189,4,420610497,15400960
21806501,2249328,711611,10493885206,4735332722,512991357,2589578,0,420105248,15597568
25463745,3024368,627076,10462403552,4801040800,526383879,2618639,16,420244152,15794176
20880924,3031178,768628,9912251571,4448711797,485747381,2468559,13,420283408,14680064
23602835,3008615,728836,10190829992,4666170550,517045380,2512577,8,420065124,12976128
21899459,2977891,629157,10197320809,4638457150,508914490,2461341,2,420067993,15007744
20697787,2731918,824963,9952046053,4450598475,483837802,2586557,0,420138795,14483456
25444365,2582382,643007,10419977301,4772067214,537433364,2633972,0,420555556,13303808
23364122,3345428,845210,9848429554,4467002568,489984643,2333273,2,420124256,14548992
24836921,2038162,718829,10494157833,4716384649,511208839,2715173,0,420459303,13369344
19845036,2400728,770740,10339282906,4681910408,504935498,2562937,2,420324945,14483456
19644121,2089642,674542,8789639483,3980319938,438447794,2076615,0,420667257,10354688
3554142,323259,17979,1008063118,461824454,47571772,242441,0,420088969,10944512
14839719,3004818,623033,8117190289,3675095956,402393263,2052487,0,420503106,10485760
21522908,1890277,724689,10015981054,4467991561,484120723,2455971,0,420186527,14417920
25073546,2805133,666521,10299979408,4667931296,499962555,2662070,2,420424593,13631488
18267905,2574989,765958,10261405995,4657234303,524916803,2556975,0,420050484,13893632
18974234,4091154,896369,9975996051,4469309899,490437221,2476482,0,420476079,13369344
20687660,2365102,703622,10555866497,4757824236,525842719,2439181,0,420760642,13762560
19759244,2342499,623316,10524253999,4737681184,500447063,2482596,0,420111694,14286848
22755074,2837770,829334,10182809401,4566780290,496851870,2455637,0,420802930,13565952
27227484,3506556,744101,10559075736,4798762048,534510142,2546829,45268,420966261,15597568
23110192,2396496,679888,10453548088,4746924600,518325299,2535344,12330,421126056,14221312
22425384,3522863,771010,9765915035,4406794219,474294731,2260153,35195,421268842,13959168
21915836,3102240,700838,10332223956,4668938113,514446557,2555421,54803,420809319,12451840
22417119,3353206,782891,10171833454,4635281548,514743665,2663651,58924,420298870,14286848
23406075,3249607,778149,9872272160,4503227791,501307640,2552040,20396,421205845,13828096
