l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
84774,178,11898,1158539351,505598275,82692402,0,0,497342797,18087936
86597,0,11325,1142911325,506504688,83879137,0,0,419562640,26411008
81932,123,10674,1108689811,510117530,89123904,0,0,419414519,32833536
83722,240,11120,1132099368,507144151,86505596,0,0,419645128,37355520
82579,12,10700,1106060536,507387180,88439883,0,0,419468196,39845888
80838,4,10672,1075284179,507851956,93164370,0,0,420049571,41222144
82043,213,10853,1120735882,509909023,88693374,0,0,420063808,41418752
80373,98,10633,1091190713,509133612,91506508,0,5,419316129,41680896
82358,292,10866,1120786574,508813086,87957647,0,2,419921959,41680896
80170,225,10763,1076765255,507794898,92766689,0,0,419668100,41746432
81790,166,11148,1097050242,505073837,89741785,0,0,419620000,41156608
80404,77,10650,1059689662,505688632,92072044,0,0,419961272,41156608
80722,30,10496,1059125416,505958969,91277873,0,0,419807316,41091072
82876,61,10868,1087795844,503908687,90269632,0,0,419806772,41091072
83115,300,10811,1121609453,507741227,89192892,0,0,419945120,41156608
81329,46,10793,1099584700,510215597,94244770,0,0,419782092,41025536
85295,16,11237,1144760026,523032208,88851220,0,0,420038576,41156608
93669,96,12176,1259423168,578722237,102276017,0,0,419654264,41287680
95350,17,13092,1328061873,582646804,95236112,0,2,419891736,41287680
100240,338,13505,1373789061,582754930,86873735,0,0,419795292,41353216
95834,465,13081,1303483539,585446436,98715844,0,0,419843636,41615360
92889,17,12297,1247802905,583090155,105291034,0,0,419609990,41615360
94206,455,12810,1288641837,586054495,101237393,0,0,420104326,41746432
92824,132,12919,1291764624,582997795,98265233,0,0,419614588,41680896
94671,330,12703,1272226361,585562558,105121899,0,0,419528064,41680896
90901,168,11825,1213556060,583259242,109724797,0,0,419836780,41680896
98535,27,13804,1379533344,582660884,88622782,0,0,419866828,41746432
92898,134,12949,1292108386,583350231,101334853,0,0,420034272,41746432
90386,58,12009,1218285135,586442316,111641094,0,0,419767796,41746432
91274,40,12121,1220888226,585936745,107460344,0,0,420027008,41746432
90678,117,11848,1213575390,586357599,111125360,0,0,419726772,41746432
93218,182,12653,1252925256,584910900,106209148,0,0,420002176,41811968
94054,261,12941,1294730480,585515803,100138902,0,0,419512814,41025536
97155,435,12977,1296866410,583183994,100105682,0,0,419887586,41287680
92691,81,12302,1251887059,582022423,105319326,0,3,419707904,41484288
95819,89,12773,1303915188,579392741,94587413,0,3,420072984,41549824
97079,81,12801,1302456750,584403720,94815646,0,0,419648868,41549824
95473,139,13113,1313128309,584422417,96444827,0,0,419428122,41680896
94805,261,12831,1275128695,582895567,100009386,0,0,419900710,41746432
90842,95,11829,1218930413,586279280,111508628,0,0,419974568,41746432
93533,411,12831,1266687420,583201106,99989238,0,2,419642528,41746432
99695,242,13761,1407640115,584976315,86163299,0,0,419731660,41746432
90254,98,12064,1210459065,583553934,109510370,0,0,420025900,41746432
97904,246,13584,1326593214,583136377,98022089,0,0,419594670,41680896
97324,300,13015,1319167271,585161383,98414225,0,0,419947094,41680896
97820,131,13580,1379759302,584960620,89007579,0,0,420007924,41680896
89308,142,12190,1208044523,583953731,111666297,0,0,419525574,41746432
93796,340,12732,1286895417,583564056,101052193,0,0,419654422,41746432
97629,114,13472,1320805598,582507731,92432021,0,0,419677008,41746432
93911,198,12904,1263179057,585765086,105012142,0,0,419969952,41746432
95493,126,12496,1270532858,583645120,101013172,0,0,419941892,41680896
94958,121,12707,1263959751,585677880,102211036,0,0,419831992,41746432
92985,58,12642,1259177420,585660580,103968713,0,0,419968644,41746432
92243,8,12041,1220169388,586261053,108254514,0,0,419912220,41746432
90719,183,11830,1213737887,586320703,112103939,0,0,419932832,41746432
98729,56,13302,1350625869,580326894,90838658,0,0,419450070,41222144
93511,148,12568,1260903669,585896102,104827716,0,0,420023614,41353216
100900,127,14053,1388259304,580528569,83353583,0,0,419923596,41549824
93925,149,12369,1235421528,583774337,105276586,0,0,419969884,41615360
93109,138,12567,1276884289,583268851,99714634,0,0,419395284,41680896
98759,80,13493,1358124479,582500396,90095140,0,0,419590738,41680896
96313,198,13403,1341640647,582765737,94044700,0,0,420005986,41484288
100831,139,13950,1393207530,584997902,84788659,0,0,419784532,41484288
95407,157,13108,1296750700,585572868,98911848,0,0,419722144,41418752
95706,256,12786,1290882942,585799060,100567705,0,0,419938708,41418752
99669,230,13491,1362312828,583091573,89459327,0,0,419830768,41418752
100351,190,13683,1390466711,582539364,85704377,0,0,419866136,41680896
93184,107,12461,1249712917,586075172,104004202,0,0,419973188,41746432
94607,38,12622,1260224293,583421694,101065237,0,0,419655664,41746432
99742,184,13290,1341755706,583078605,90434910,0,0,419932228,41746432
91258,259,12253,1239820315,586253294,106332080,0,0,419762400,41746432
91845,30,12986,1322733883,582175147,93157898,0,2,419743547,41746432
14809208,66795483,7409003,1650068544,2526307584,1042681574,102,0,420433933,41877504
3253350,1232325,3286404,4742644032,8284576112,3392900917,12,0,420364503,41943040
3262633,1255403,3316630,4743710232,8284587174,3392271307,11,0,420352641,41943040
3263797,1217085,3319128,4746467595,8289818765,3393775050,2459,0,420305291,41943040
3257571,1234064,3318152,4744670585,8289675158,3395011296,2505,0,420379801,41943040
3256671,1243152,3315508,4742310388,8282931140,3392507025,11,0,420407568,41549824
3258397,1229279,3318085,4743960565,8285745513,3393426563,2406,0,420371116,41943040
3261071,1233526,3320249,4747414097,8291465328,3394911103,8,0,420516532,41943040
3259815,1244053,3318600,4745177261,8288695236,3395277606,10,0,420229538,41943040
3261588,1273943,3317894,4742696927,8283094633,3391852242,791,0,420260282,41943040
3261511,1227919,3317892,4743820511,8283828730,3392299061,2059,0,420277806,41877504
3259097,1216542,3318690,4746004426,8290267789,3394428147,2359,0,420285807,41943040
3258544,1245057,3318391,4744263438,8286866289,3394335227,12,0,420224574,41943040
3258935,1235665,3314690,4741925094,8282156273,3391868181,1489,0,420487053,41943040
3263801,1242975,3319118,4746429807,8288461686,3393313042,6,0,420273933,41943040
3260022,1253212,3318206,4745598073,8289475694,3395049326,11,0,420288548,41943040
3260087,1264759,3315120,4742681678,8282707587,3392310594,1938,0,420414183,41943040
3261063,1218717,3319210,4744315970,8285671472,3393342160,2159,0,420215365,41943040
3258411,1214490,3318660,4746013496,8287222304,3393027636,2046,0,420338664,41943040
3258445,1227072,3317274,4745501759,8289861272,3394894599,13,0,420312669,41943040
3260326,1265407,3315750,4742725174,8283358091,3392379216,6,0,420377639,41943040
3265072,1239313,3316585,4744307871,8284244005,3392045878,395,0,420088426,41943040
3257943,1221452,3315832,4744104323,8286884814,3393245587,8,0,420313841,41943040
3262641,1251233,3316037,4743575435,8285020741,3393638977,2132,0,420332684,41943040
3259267,1247242,3317511,4744010912,8285461968,3393214475,2277,0,420399512,41943040
3261102,1229233,3319830,4746246649,8287218243,3393654918,1763,0,420241779,41943040
3259158,1241855,3317519,4746657876,8290104016,3394034013,3,0,420370827,41943040
3262513,1259338,3314160,4741438133,8281003657,3391903857,15,0,420241326,41943040
3265291,1243573,3318472,4742942628,8282075447,3391175021,1314,0,420045600,41943040
3258073,1213877,3316063,4743681475,8283492239,3391098601,2,0,420088953,41943040
3259794,1223402,3317757,4744508609,8288285688,3394632192,1861,0,420378543,41877504
3259719,1239049,3316734,4744313412,8285899023,3393460259,1951,0,420334833,41943040
3262610,1256256,3316882,4743281359,8281902942,3391285420,273,0,420252547,41943040
3259827,1238459,3318613,4746097184,8287223260,3393017273,31,0,420316352,41943040
