l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
641909,803764,72011,1121920913,419424873,36738603,71,371,0.00,412102472
1737925,2009458,95766,951514798,419991250,51360652,38,392,0.00,420702274
3026636,1631243,96635,932811002,419862517,61580606,26,520,0.00,420162002
5818791,1369330,81712,901811588,419752606,60337956,26,526,0.00,420349950
7455250,1206951,66547,885527407,419674959,59388714,21,475,0.00,420666694
8489252,1102139,57434,877087768,419641214,58195440,26,472,0.00,420456323
9255168,1027360,49877,869710817,419614375,57497978,24,449,0.00,420402753
9838535,973257,44121,864782752,419590335,56876002,22,404,0.00,420492450
10241604,930051,39479,862061968,419574111,56326525,42,400,0.00,420354870
10589710,889237,35644,858850208,419398638,55888385,105,396,0.00,420251613
10893607,856062,32561,856300307,419387129,55644016,96,413,0.00,420249270
11133152,834275,30019,854556183,419377211,55304989,92,401,0.00,420485544
11347522,811528,27805,852153012,419379420,55122134,86,396,0.00,420486143
11530249,790964,25904,850914520,419385412,54914957,88,393,0.00,420290449
11710051,774494,24254,849302458,419390630,54791940,85,384,0.00,420624024
11860891,761023,22815,847244529,419393813,54841617,80,380,0.00,420419667
11999769,750615,21550,846308971,419390321,54915270,75,384,0.00,420327450
12103369,742161,20382,845353070,419387266,54804524,71,380,0.00,420444234
12199311,731562,19349,844367660,419387954,54804474,70,384,0.00,420408606
12286299,723839,18444,843201697,419387926,54753291,67,389,0.00,420670038
12363264,715505,17611,842995000,419387484,54577437,64,389,0.00,420151470
12425610,712252,16856,842336431,419384464,54542762,61,388,0.00,420352812
12479221,706320,16168,841535487,419382118,54666560,59,383,0.00,420697254
12538474,700920,15540,841498814,419382996,54638430,62,372,0.00,420432173
12589068,696008,14956,841102566,419385914,54570233,62,367,0.00,420385513
12634617,690632,14417,840676298,419388939,54512288,59,367,0.00,420518460
12676115,685492,13911,840275621,419390886,54438964,57,364,0.00,420290670
12712378,683410,13456,840598947,419390186,54259573,55,363,0.00,420643326
12735949,682646,13044,840418366,419390307,54188649,59,368,0.00,420186117
12773755,679182,12640,839526996,419389235,54274228,57,366,0.00,420327171
12806426,677679,12273,838916531,419387675,54319918,56,369,0.00,420734262
12833523,676041,11927,838761243,419389682,54275953,54,370,0.00,420402931
12865947,673362,11590,838068482,419391621,54335793,53,365,0.00,420388439
12894273,670389,11267,837882318,419392738,54324762,53,363,0.00,420313737
12921670,667991,10971,837781867,419319878,54310141,51,357,0.00,420569907
12951670,664198,10705,837529230,419320697,54275191,51,363,0.00,420264696
12973787,660891,10441,837350370,419323125,54222402,49,357,0.00,420542970
13005128,658179,10189,837301884,419325849,54198288,48,358,0.00,420229794
13025216,656670,9950,837382958,419325278,54143828,48,356,0.00,420624038
13048798,654587,9729,837008316,419327892,54158506,48,357,0.00,420159466
13070697,651032,9524,836885554,419328677,54110301,47,356,0.00,420533892
13088047,651070,9325,836591676,419329912,54108432,46,359,0.00,420581358
13100941,649507,9138,836228541,419332206,54175684,45,362,0.00,420326091
13114135,647469,8949,836269888,419333216,54108205,47,357,0.00,420646984
13131402,645777,8776,836012511,419335557,54134504,46,357,0.00,420216416
13140533,644622,8601,836226193,419337174,54076543,46,357,0.00,420363387
13152808,644043,8443,836195224,419338143,54013843,45,354,0.00,420647724
13168418,641287,8283,836186189,419340631,53976505,44,351,0.00,420449197
13183411,639570,8132,835908152,419340872,53994504,47,349,0.00,420209528
13194002,639388,8000,835847959,419340353,53959722,47,352,0.00,420581748
13205921,639075,7867,835619247,419342595,53964403,46,352,0.00,420392250
13218524,637852,7732,835420347,419343633,54002796,47,348,0.00,420349941
13227056,637301,7602,835291078,419343235,53999831,46,346,0.00,420279723
13234857,636609,7480,835211010,419343053,53994104,48,350,0.00,420321849
13243547,635495,7358,835118167,419342739,53959560,47,348,0.00,420337902
13248243,634096,7246,835041591,419341960,53932571,46,345,0.00,420348183
