l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
7290526,53632129,2235600,514979749,419205059,170702038,98,511,0.00,412945182
3816501,26818573,1173236,600487891,419450160,138645490,99,331,0.00,420338229
2665522,17881273,821406,617069567,419431050,129706836,81,358,0.00,420388149
2085178,13412000,642741,629313723,419388014,125038319,61,357,1622016.00,420388197
1738121,10730434,543641,633216048,419380754,123072685,51,337,4492492.80,420403173
1505480,8943138,478418,637812448,419382075,121412439,44,352,7454720.00,420411453
1343384,7666184,432987,640676034,419386987,120070075,66,328,9900617.14,420410130
1219723,6708718,398386,642060219,419391218,119422562,58,352,11980800.00,420637830
1124087,5963748,372191,644609149,419391675,118576104,52,326,13713408.00,420301725
1048879,5367817,349941,646008045,419394619,117987289,47,309,15178137.60,420463203
986144,4880250,332408,647236057,419398301,117549748,43,312,16403362.91,420552219
932654,4473970,317212,647818074,419406553,117284230,46,310,17444864.00,420391425
888432,4130203,304128,646762598,419405267,117206878,42,334,18348819.69,420714608
851039,3835554,293896,647799453,419406375,116794887,41,328,19144704.00,420529414
816829,3580217,284856,649565475,419412519,116380461,39,338,19824640.00,420335100
787546,3356798,276659,651466044,419418435,115986592,39,329,20425728.00,420457356
761402,3159586,269617,652711195,419420387,115739558,43,316,20964773.65,420744729
737809,2984312,263126,652622233,419424290,115666586,41,317,21457578.67,420266223
716545,2827556,256905,653324493,419422018,115509267,41,325,21903683.37,420598026
697924,2686392,251725,653558876,419420810,115423203,39,315,22307635.20,420388584
681873,2558751,247006,653405138,419418301,115385728,37,313,22682477.71,420390135
667971,2442714,243490,654290946,419415244,115225034,40,318,22967389.09,420682608
653818,2336698,239634,654266595,419419112,115212427,39,322,23227525.57,420572853
640605,2239535,235699,654872725,419418220,115098195,37,318,23476224.00,420492445
629414,2150173,232481,654807040,419326941,115045938,74,312,23657840.64,420262472
619264,2067677,229957,655047925,419331634,114948520,72,316,23836829.54,420370461
609360,1991290,227419,654344757,419333164,115026569,75,320,24031687.11,420677614
599082,1920316,224831,654676504,419339081,114942729,72,317,24231936.00,420348782
591092,1854279,222406,655502476,419341841,114796614,71,317,24416679.72,420648408
583519,1792629,220206,656195526,419347633,114707630,69,312,24595660.80,420330777
575803,1734974,218016,656627252,419348869,114629435,67,320,24745653.68,420395286
568366,1680916,215951,656747828,419349767,114569178,71,319,24854016.00,420469341
560496,1630115,213588,657449754,419353065,114412901,69,325,24981131.64,420734652
554756,1582329,212162,658245263,419354643,114265526,67,322,25122454.59,420198939
548896,1537258,210429,658271863,419356513,114228558,65,330,25254297.60,420495651
543732,1494695,209130,658125886,419358129,114226573,64,328,25382912.00,420369486
539020,1454435,207903,658671606,419358649,114097479,63,336,25500588.97,420675084
534211,1416306,206477,658283305,419360511,114161738,62,335,25617246.32,420544919
530237,1380152,205433,658035831,419362167,114241704,60,338,25731702.15,420518133
527658,1345839,204978,657714903,419364768,114273020,59,337,25842892.80,420530544
524330,1313165,204289,657865552,419368043,114301705,58,338,25941466.54,420241003
520438,1282058,203299,658042299,419367926,114281877,60,340,26034176.00,420399111
516594,1252396,202113,657927127,419369461,114309606,59,340,26126002.60,420479577
513564,1224083,201117,658196431,419369775,114266037,57,336,26212538.18,420756612
510033,1197001,200096,658090335,419371460,114264425,56,335,26300689.07,420479967
506294,1171067,198763,658097855,419372403,114231606,55,331,26387144.35,420211926
502473,1146240,197475,658206870,419372367,114181888,54,331,26459462.81,420545742
499441,1122513,196597,658087644,419375068,114196107,53,339,26527744.00,420480798
496542,1099735,195641,658201103,419375680,114146649,52,336,26597250.61,420507297
493211,1077841,194596,658629117,419332309,114053376,53,335,26620723.20,420652605
490391,1056824,193890,658965949,419335281,113998055,52,336,26649057.88,420534919
487974,1036605,193432,659185280,419338596,113997633,54,338,26689536.00,420290123
484766,1017119,192364,659397403,419339907,113959505,53,337,26743324.98,420705963
481947,998361,191529,659657753,419343192,113917763,52,333,26797852.44,420510993
479111,980269,190729,660180019,419345421,113839744,51,333,26852184.44,420224727
476789,962847,190017,660349867,419346480,113794430,50,329,26888777.14,420631764
474783,946051,189370,660163052,419348912,113822295,50,327,26915462.74,420324498
472982,929842,188658,659855616,419349417,113838109,49,327,26962414.34,420746733
471104,914174,188143,659972922,419351522,113838517,49,325,27014439.05,420522360
469109,899029,187536,660070850,419352591,113816051,49,321,27061452.80,420173529
466885,884365,187004,660350485,419352908,113775216,49,320,27104507.80,420669831
464791,870198,186410,659974471,419353216,113800782,48,320,27144588.39,420340311
462887,856467,185866,659816095,419354912,113815554,48,316,27185737.14,420539952
461363,843180,185506,659777153,419356880,113831762,47,316,27227136.00,420483204
460001,830297,185202,660007084,419357932,113782761,46,318,27267261.05,420702592
458355,817800,184694,660019147,419359958,113770242,46,317,27303936.00,420502971
457003,805678,184445,660092010,419361375,113772252,46,316,27340249.79,420357083
455808,793895,184029,659793193,419362899,113830957,45,316,27380555.29,420699126
454350,782462,183516,659462260,419363317,113867781,44,313,27418267.83,420343398
452995,771361,183160,659207512,419364958,113907622,44,314,27457711.54,420462849
451616,760577,182848,659427637,419365660,113874011,44,313,27494659.61,420438975
450322,750096,182518,659318059,419364759,113900156,44,313,27529216.00,420744729
449025,739896,182194,659102919,419366051,113911635,44,313,27560805.70,420224130
447206,729956,181591,659064580,419366686,113910467,43,311,27592205.84,420625923
445902,720292,181470,659184772,419334820,113877558,55,312,27605073.92,420318471
444281,710864,180840,659426646,419335605,113818822,55,310,27619543.58,420356259
443111,701691,180767,659537537,419336010,113805287,54,309,27639382.44,420386109
442420,692771,180840,659644667,419337000,113800638,53,315,27668795.08,420587775
441390,684066,180671,659752118,419339046,113792978,53,314,27697463.09,420443973
440566,675578,180839,659730745,419341241,113819558,53,316,27726028.80,420558054
439683,667293,180969,659696665,419343020,113846187,53,314,27746000.59,420366162
438901,659221,180979,659815065,419341958,113835160,54,312,27754096.39,420401796
438023,651356,180779,660015852,419342172,113819923,53,320,27773248.77,420754308
436953,643657,180506,660260832,419343717,113790851,53,318,27796041.14,420491823
436049,636137,180088,660427203,419345399,113761554,53,319,27821188.52,420401472
435186,628806,180009,660499247,419347186,113766853,52,318,27846894.14,420401448
433880,621625,179752,660581616,419347581,113767535,52,319,27866924.14,420471594
432619,614609,179403,660698625,419347024,113754039,51,321,27887057.45,420442833
431405,607748,179091,660798036,419348528,113740034,51,321,27905081.53,420442395
430559,601045,178995,661005718,419348845,113721731,50,318,27926528.00,420718932
429975,594508,179067,661099550,419350211,113717810,50,315,27949123.52,420239487
429532,588118,179198,661266495,419349427,113708464,50,317,27970159.30,420390522
429340,581861,179327,661553002,419350422,113659625,49,318,27991799.74,420648426
428905,575722,179351,661762363,419351879,113627434,49,320,28014548.43,420360288
427944,569704,179162,662019434,419353113,113576809,48,321,28038370.36,420655956
427063,563809,178956,662386556,419354462,113508228,48,319,28062208.00,420329292
425932,558053,178705,662951348,419355662,113415203,48,320,28083527.26,420587589
425088,552417,178527,663249391,419355065,113361422,47,321,28103408.33,420336804
424034,546883,178328,663542854,419355226,113320043,47,320,28122391.27,420717163
423299,541467,178216,663989183,419341739,113253642,48,321,28118876.16,420187421
422653,536169,178146,664171867,419341944,113228971,48,323,28117863.92,420375642
421835,530965,178135,664488312,419341206,113184732,49,321,28121690.35,420567297
421224,525856,178189,664762244,419342264,113139315,49,321,28138804.19,420523869
420495,520829,178022,665217605,419343863,113066233,49,319,28156061.54,420411870
419885,515905,177925,665734287,419344827,112974473,48,320,28173458.29,420541239
419297,511078,177843,666125994,419344443,112912802,48,319,28186817.21,420369102
418656,506335,177788,666810736,419344355,112786015,48,318,28190279.78,420386556
418089,501693,177910,667169701,419328423,112719983,48,394,28198684.44,420473436
417417,497123,177803,667477355,419329378,112668072,48,466,28213698.94,420417405
416613,492645,177735,667852449,419329787,112599587,47,507,28230674.62,420397842
415906,488245,177686,668220407,419329945,112543006,47,532,28246458.81,420513930
415210,483917,177606,668690208,419330679,112474450,48,547,28261522.29,420710051
414568,479668,177655,669161346,419331596,112396301,48,562,28275449.20,420193591
413757,475490,177584,669529165,419332122,112332211,49,571,28290425.26,420710067
412924,471387,177552,669865689,419333360,112270601,48,578,28303003.83,420520485
412319,467360,177450,670244794,419334432,112202949,48,581,28313670.62,420184707
411707,463400,177332,670603953,419334911,112144748,48,585,28325415.38,420721919
410940,459499,177183,670967865,419336166,112079995,48,588,28339876.88,420273178
410598,455680,177268,671024394,419336794,112067562,47,588,28355747.50,420615960
409925,451923,177065,670987017,419338099,112089958,47,588,28371353.60,420382323
409640,448230,177044,671031102,419339056,112091249,47,587,28387920.40,420717411
409156,444587,176885,670931221,419340440,112106148,46,584,28403006.95,420275412
408761,441025,176829,670884361,419340893,112121046,46,586,28415850.15,420438456
408235,437506,176764,670867370,419341311,112130672,46,584,28429278.97,420437499
407746,434048,176659,670824464,419321843,112133002,46,583,28427157.50,420699660
407373,430640,176688,670718338,419322654,112153772,45,580,28427800.38,420116562
406892,427285,176564,670883733,419323307,112134401,45,577,28434238.49,420424113
406069,423984,176411,671477216,419324199,112041731,45,576,28445952.00,420685480
405096,420717,176159,672075517,419324986,111945730,45,576,28456721.86,420383453
403979,417494,175850,672656369,419325923,111835156,45,573,28468460.31,420422931
403003,414332,175668,673099956,419326343,111773580,45,571,28475892.27,420533211
402074,411212,175448,673498316,419327436,111708492,45,570,28478370.91,420432960
401288,408141,175248,674136069,419327867,111619739,44,569,28484138.35,420538266
400528,405120,175157,674162980,419329397,111621201,44,567,28493854.57,420471639
399542,402140,174910,674312237,419329922,111594202,44,566,28505611.38,420671976
399258,399235,174943,674174694,419331118,111614072,44,566,28517556.71,420351255
399001,396356,174853,674111701,419331663,111623242,44,562,28529327.65,420474246
398865,393521,174791,674093222,419331966,111630757,44,561,28541640.35,420441702
398627,390730,174615,674019870,419332034,111650534,44,561,28550593.38,420375729
398161,387967,174445,674060341,419332596,111637343,44,560,28561876.11,420722934
397687,385240,174468,674207799,419333054,111617887,43,557,28571604.43,420621048
396992,382550,174350,674520275,419334145,111563796,44,554,28581888.00,420463797
395993,379886,174067,674838003,419335535,111520992,43,552,28593058.91,420561495
395486,377275,174050,674990502,419336701,111493418,43,552,28601685.33,420492694
395113,374705,174112,675017470,419337377,111501188,43,549,28612226.65,420437030
394581,372167,173925,674854372,419338164,111526138,42,547,28623970.19,420417285
394154,369665,173699,674767183,419338564,111546302,42,545,28633882.12,420686420
393806,367197,173489,674747139,419339415,111555841,42,544,28640339.03,420438844
393526,364776,173382,674596251,419340216,111590590,42,543,28646709.26,420330420
393196,362380,173315,674464855,419319865,111608635,48,542,28639887.36,420381363
392724,360012,173142,674426234,419319648,111613811,48,541,28635759.89,420397320
392338,357673,172928,674386190,419320438,111616541,49,541,28635567.16,420444741
392046,355358,172687,674393491,419320991,111594362,49,540,28640195.76,420559056
391846,353087,172548,674251891,419321756,111618374,48,540,28648594.29,420473265
391502,350849,172395,674179281,419322717,111630857,48,539,28658152.88,420466881
391138,348636,172292,674137932,419323523,111631278,48,538,28664753.23,420535887
390982,346452,172213,674070251,419324334,111639976,47,537,28666573.45,420412065
390746,344282,172121,673983246,419324596,111647360,47,537,28672414.78,420420660
390311,342146,171961,673923651,419323392,111652199,47,538,28680964.83,420426963
390085,340036,171839,673750615,419323806,111674796,47,536,28690636.80,420612084
389995,337956,171727,673603029,419324500,111700301,47,534,28699578.04,420482928
389947,335906,171621,673346811,419324156,111740900,46,533,28708105.48,420409860
389981,333878,171715,673358851,419325104,111742251,46,532,28717131.39,420737655
389579,331861,171680,673457244,419325338,111730452,46,530,28724248.98,420246123
389273,329878,171706,673523798,419325480,111720059,46,530,28728003.49,420711567
388797,327917,171573,673652581,419326355,111708948,45,528,28734081.54,420382095
388430,325979,171462,673848660,419327105,111696363,46,527,28739498.16,420644094
388105,324063,171400,673845602,419328069,111698689,46,527,28746898.29,420477867
387672,322171,171332,673848833,419328273,111705330,45,525,28754501.68,420283254
387490,320319,171321,673883642,419328570,111708236,45,525,28762304.75,420562101
387154,318474,171284,673872763,419329274,111717219,45,525,28770591.44,420325056
386930,316651,171278,673889732,419329414,111721479,45,524,28778496.00,420648309
386650,314852,171273,674001923,419330515,111707780,45,524,28785456.83,420323559
386450,313071,171311,674039191,419330449,111707989,45,522,28792337.66,420398427
386236,311311,171312,674067723,419317101,111706458,49,522,28792398.99,420426615
385918,309565,171329,674169999,419317121,111695766,49,521,28792738.91,420382239
385539,307829,171216,674339643,419317853,111657971,50,519,28793630.37,420676951
385113,306116,171064,674371421,419318687,111640054,50,520,28797273.17,420425426
384577,304419,170928,674578510,419319729,111617273,50,519,28803072.00,420439206
384415,302754,170975,674609742,419320545,111609838,49,517,28810717.87,420533496
384350,301115,171070,674675913,419321355,111601147,49,516,28815292.11,420640209
384038,299480,170985,674730195,419322302,111586511,49,514,28815224.97,420283509
383479,297856,170788,674786440,419322630,111567811,49,512,28817038.69,420428916
382914,296251,170615,674877923,419322619,111556647,49,510,28822038.26,420401709
382461,294669,170519,674891760,419322710,111553192,49,509,28828046.53,420743448
382269,293119,170490,674927158,419322995,111553186,48,507,28834518.71,420481993
381939,291576,170389,674963737,419323656,111546398,48,507,28840658.82,420512946
381490,290041,170223,675030760,419324189,111540454,48,506,28847256.51,420345989
381085,288522,170112,675099270,419325136,111531814,48,505,28852744.13,420718879
380745,287022,169973,675052956,419325817,111538028,47,503,28858432.67,420261335
380355,285536,169875,675103998,419326308,111534147,47,502,28862260.27,420463179
380040,284076,169778,675098480,419326801,111536361,47,501,28865792.00,420712040
379637,282622,169604,675136814,419327549,111528935,47,501,28870305.82,420572734
379276,281185,169563,675178221,419327996,111520017,47,499,28876039.92,420255627
378913,279769,169473,675219495,419328945,111515324,47,499,28880959.02,420469008
378492,278359,169333,675279459,419328749,111498657,47,498,28887081.80,420708194
378080,276961,169223,675371848,419329272,111487367,46,498,28892892.91,420518112
377628,275580,169096,675418202,419330163,111488493,46,498,28898148.85,420534394
377163,274211,168948,675474817,419330733,111480325,46,496,28903351.96,420281556
376980,272867,168943,675424338,419321706,111484953,46,495,28897689.60,420492270
376659,271531,168834,675424697,419322054,111490689,46,493,28891839.04,420405282
376328,270209,168724,675417955,419321969,111497405,46,493,28887506.38,420424914
376209,268908,168677,675335965,419322362,111511091,46,493,28888785.34,420690363
376028,267620,168604,675250716,419323194,111521558,46,491,28894147.76,420536506
375913,266347,168525,675188004,419324045,111530328,45,491,28900177.17,420322109
