category,swaptions
runtime,25.185089349746704
l2miss,4062232.901639344
r1b2,181930.25409836066
LLC-load-misses,3.2950819672131146
LLC-store-misses,0.1721311475409836
instructions,12649882227.778688
cycles,6662921890.303279
stall_cycles,1227771572.327869
intra_coh,2948338.180327869
inter_coh,0.45901639344262296
wall-cycles,421197905.704918
llc_occupancy,6983.3442622950815
