l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
55873182,5789246,16643580,23445943808,7751904314,440689331,843660,0,570733546,196608
54961609,5677857,16317133,23206870925,7736764788,444660355,826890,0,420775492,196608
56127837,5639503,16230118,23158421167,7632248781,432226730,834557,0,420617003,196608
55810368,5756179,16065120,23057119396,7637464859,429511029,860837,0,421212328,262144
56754340,5566056,16260590,23131620090,7612630160,440189236,833877,0,421338891,196608
56924388,5483779,16296503,23311671634,7710914235,449167878,833287,0,421072057,131072
58250858,5637671,16289334,23255394032,7640932900,438947436,812791,0,421129867,196608
56593884,5554931,15988554,22766471445,7514347275,436661821,836802,0,421348205,131072
55961556,5073502,16215353,23012037140,7632077351,451478599,862763,0,420898351,131072
56392540,5130146,16192867,23004823733,7604826200,447931293,896973,0,421226424,131072
57650582,5298020,16286663,23176863990,7664824583,453141384,845991,2,421094277,196608
58694457,5626288,16449997,23337829050,7700493737,453256840,814153,0,421306367,196608
59507951,5295491,16220155,23066443577,7683710055,480115468,820185,0,421036433,196608
58643923,5314731,16262507,23108196501,7683820535,474853734,792764,0,421188595,196608
60457245,5561732,16347494,23154872407,7655580000,466531008,838397,0,421160161,131072
57641045,5396914,16045288,22759615868,7595193186,467634325,860323,2,421323550,196608
59122077,5854848,16178642,22910881640,7609712449,449473255,806140,0,421327593,196608
58544643,5664925,16310717,23283517547,7640357842,439850758,860935,2,421267976,196608
58159179,5651017,16429637,23316679949,7705128802,439478739,807948,2,421137598,131072
58156147,6071455,16490204,23320398677,7654365795,428710510,824980,2,421356742,65536
57811940,6185256,16165462,23057378264,7624245688,412082577,850692,0,420737770,131072
58082049,6350567,16546836,23430591514,7685411224,421774354,864340,0,421272574,131072
57576645,6071513,16207680,23021881552,7556666093,420885861,847533,0,421216712,131072
56425377,5765161,16028270,22960089415,7605717349,426443640,849298,0,421138536,196608
55743527,5773011,16331251,23210769102,7634891272,435502191,833625,0,421190568,196608
55848377,5363511,16132543,23097187010,7687201084,450264187,822833,0,421092020,131072
55076024,5200540,16170316,23088526348,7679106346,460244457,919107,0,420904959,131072
56317820,5923204,16183882,23131060723,7618710187,427243555,879606,2,421365892,196608
38386066,4103219,11267989,16148442942,5379123015,308376296,634903,171,421136562,196608
54557290,5715977,16058123,22894573163,7545798016,450702056,943662,0,421203364,196608
54461545,5163249,15973946,22883776827,7622855497,451752298,919393,0,421308315,131072
55370744,5763397,16405673,23322056552,7684739594,437120621,830817,0,421370444,131072
32628704,3799358,9488597,13360881337,4404816254,261037365,487398,0,420310688,2359296
