l2miss,r1b2,LLC-load-misses,LLC-store-misses,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
35371716,210875442,2787,1485356,2529595484,5769998595,3433069172,1522,0,644706221,2555904
4174818,3710,232,395361,4364881333,8298171873,3697579113,78,0,420655598,2686976
4164691,3369,275,383183,4358196999,8282908967,3691208162,98,0,420468450,2686976
4164169,4401,498,388176,4363829939,8292914668,3695100271,46,0,420643017,2293760
17500861,218231702,1748,3821155,4573864573,8250570867,4070229981,212,0,420632827,2162688
454971984,893387390,5589731,6834540,16660701066,8228745080,2669131465,9582,0,421098409,2555904
583085333,746907239,7579830,502579,21605279008,7978874879,1171087489,7868,0,421209306,2293760
645055334,1000171038,6821965,476777,22173551788,8023642913,1160135102,60,0,420476136,2686976
549368582,1044180148,12391336,11019285,19237800458,8192018160,2135604404,578,0,421104894,262144
296110971,551600239,7278369,6996627,12313146790,7963409217,2759192048,628,0,421158479,2424832
4161047,9452,616,392654,4366378562,8297775300,3697531023,47,0,421163940,2752512
4157944,8538,489,395547,4366070911,8300988271,3700423988,130,0,421196796,2883584
4163226,6621,397,394483,4364382501,8295600522,3697049880,114,0,420988051,2752512
21477055,281409027,2118,4316616,4626465398,8292426285,4190036404,704,0,421241914,2686976
453522941,871535113,6235021,5679161,17729654335,8268860791,2583290332,8983,0,421162063,2162688
593130780,775203168,7668078,522465,21620891238,7985720165,1201853603,7558,0,421166128,2293760
636075008,995034968,6856981,766964,21841635195,7984183195,1215818504,511,2,421376509,327680
548885175,1069504631,13242195,12202400,19141038593,8257684806,2252454660,212,0,421094232,7077888
331967695,1480917413,8317320,7533519,11698712476,7921523998,3939156586,423,0,421349097,1769472
293491566,1809307186,3646514,1662547,10263837152,8247712516,4589352757,688,0,421193370,2686976
620627356,947032952,6429942,1501273,22117027071,8046834114,1192946338,288,0,421172703,2555904
666910562,1037417060,7133740,525753,23030824721,8253658840,1171447723,38,2,421189249,2293760
593983620,758763226,7778296,609012,21833473643,8076381929,1211158478,8488,0,420965460,2555904
413690329,1138542294,6236642,1006396,15331781024,7981239223,2910589957,9510,0,421573255,2490368
228142588,1958541273,3323928,1820107,8058024040,8240852273,5175159312,536,0,420724024,1310720
652201267,983293091,6427787,1330159,23158446053,8254043532,1124267146,68,0,420505668,2555904
642562230,991704677,6883881,563800,22223079164,7999445662,1159668810,182,0,421102145,2359296
599313541,791995171,7595871,565736,21564094835,7976519580,1206479359,7652,0,421019535,2490368
456586055,984025082,6889719,867138,17780253480,7995205176,2215653025,10639,0,421554581,2752512
146779497,2076344245,3016213,1900939,6403305437,8242133392,5777076682,503,0,421031316,327680
651086017,1002228428,6110102,1002266,23029609609,8265412674,1174452380,58,0,421250333,3014656
640271846,977030459,6946507,627851,22142800275,8034330166,1165538769,152,0,420869262,2293760
618731368,851080778,7424448,596331,22071061994,8107112274,1195371993,5660,0,420867954,2097152
510425684,835824265,7391791,680963,19664822370,7994447081,1706596640,11981,0,420821952,2490368
118486654,2177638865,2860938,2121482,3976418349,8251463366,6323594595,1248,0,421044027,1835008
655987032,991158208,6076359,979066,23297334877,8264690585,1088336143,77,0,421095305,3801088
634050431,984763233,6905199,1021110,22323005702,8048746261,1188324108,292,0,421199518,2490368
615790928,862531019,7428316,540228,22071619782,8084868610,1188731774,4733,0,420950882,2228224
560516551,670012426,8037519,568656,21086302012,7985382123,1325129591,12685,0,421231476,1900544
110095168,2202736470,2833869,2118555,3795545017,8251664487,6384056102,102,0,421368200,2555904
612241778,1102411619,5627390,1197030,21287819197,8261991184,1666923937,1062,0,420996686,524288
627828449,963442385,6986645,879750,22025541638,8013331837,1201918305,232,0,420921188,2752512
620505471,904348776,7195612,517275,21906517932,7998938571,1191920927,3415,0,421243541,3014656
593263547,683975037,8460820,575344,22302584656,8270868181,1216968763,12043,0,421026662,2097152
138860060,2006447759,3018090,1940336,4759402848,7966539750,5785593131,2597,2,421583218,2490368
529010314,1270439771,5064132,1135941,19105314001,8262854687,2222406666,675,0,421221036,917504
633865646,987140708,6702583,1015849,22230936218,8074021861,1223475435,187,0,421092376,2228224
637721195,960764886,6887916,511898,22314222324,8076208750,1202171515,2109,0,421228420,1900544
593139852,686029717,8480983,568433,22313659476,8273595101,1218157244,11740,0,421085641,2490368
187892389,1834441549,3682894,1732372,6881620460,7976885439,5291716894,2954,0,421208445,2686976
480719207,1405477523,4759281,1259982,17022697976,8262691292,2769776582,752,0,421081283,720896
625301689,962076912,6876763,1232895,22067773452,8046884430,1226055691,371,0,421180066,2752512
638005496,985607088,6862856,480820,22080347648,7993324947,1179711154,532,0,421193213,2359296
592720862,683864521,8477809,602365,22291587578,8266731693,1216573539,12250,0,420984059,1966080
248783224,1656537453,4300796,1559252,9004649773,7969885106,4626951382,4610,0,421416473,2621440
407527100,1540726701,4092914,1336851,14768725856,8255447148,3408522589,861,2,421103012,2752512
632428410,969701284,6470878,1088818,22139458867,8023528461,1213094938,323,0,421105599,2293760
668103982,1041826942,7130828,508428,23081149736,8265086978,1184453125,37,0,421116758,2359296
578822787,676108075,8220167,584668,21711648210,8095437267,1237540916,11062,0,421103655,2097152
301971275,1483118633,4904388,1380110,10911645824,7978406995,4120005539,5707,0,421532341,2818048
354208990,1686738648,4064777,1556566,12499067795,8256077184,3925161191,691,2,420877026,2490368
621927911,954866781,6404658,1038182,21970509068,7990249384,1224306423,418,0,421079942,2359296
667278039,1039234251,7134689,491385,23069193415,8266524894,1183775992,35,0,421273427,2162688
579241065,711100934,7853636,580385,21538077500,7994411590,1203191723,9299,0,421271028,2490368
359110583,1307104079,5645779,1193363,13437844024,7981787087,3431934455,7997,0,421157380,2686976
289646686,1832041773,3617181,1683267,10120864918,8257540239,4638372560,905,0,421042668,2752512
618797863,943851816,6351802,1276723,22016213396,7972117864,1171343207,251,0,420871384,4653056
664890989,1040374464,7166628,533748,23009370160,8265231136,1204498147,65,0,421372197,2293760
596743656,764175788,7746436,599553,21812958661,8068126663,1204789443,8087,0,420926810,2490368
414140650,1141502475,6343676,1010186,15588686367,8005009670,2821606925,9119,0,421337003,2359296
226138849,1953310483,3205843,1839089,7848578229,8251634246,5289919324,822,0,421154700,2228224
647813220,1001696733,6179004,1474921,22975943323,8267868317,1189712733,99,0,421145626,720896
633402265,986644573,6813659,513139,22065889977,7970108929,1185511463,151,0,421174088,2359296
598381745,792845653,7570967,588476,21662894422,8003495728,1190414013,6997,0,421181288,2293760
478500497,932742202,7022493,824001,18045901364,7985645025,2161339342,10770,0,420668907,2490368
156770579,2094663237,2961451,2011647,5442652383,8257418302,5962689231,760,0,420654999,4128768
659083939,983111269,6156653,1032955,23369220634,8265017058,1070916460,73,0,420771552,4325376
646555031,982188529,6973205,637927,22479720557,8055826025,1122373667,228,0,420580812,2293760
617588504,837926978,7484950,579494,22137018560,8095702046,1168272561,6134,0,420888497,2097152
508189720,842816377,7376378,712559,19214433634,7991016792,1753490394,11752,0,421410868,2752512
118681610,2190685302,2893252,2120213,4021868699,8257957586,6320774160,269,2,421115020,1376256
651417848,1017797634,5957476,1177806,23058983644,8267755877,1162724996,58,0,421196687,4259840
633267280,979999801,6989214,885972,22081088104,8020467524,1202119850,294,0,421222474,2424832
610258364,865921783,7344112,537274,21851536834,7992757648,1191099973,4428,0,420961686,2555904
573882620,661065270,8218445,525517,21551549213,8056735012,1218559620,10937,0,420267078,4390912
109296186,2194060398,2803477,2081280,3759680406,8173386021,6326364623,1305,0,421226372,2490368
585935429,1159764982,5641945,1241834,20728408750,8260117350,1642686405,1066,0,420952934,1048576
632683271,990257961,6934407,873504,22310354219,8078045573,1229881477,361,0,420861281,2228224
626533990,912811995,7270610,542976,22235897520,8091273286,1196272019,3457,0,421406197,2686976
592751308,681830400,8510404,545060,22322335353,8274822103,1219968391,11750,0,421047852,2228224
138780548,1984720658,3103999,1898526,4968645281,7970192794,5823621222,2264,0,421084080,2490368
532722261,1277181957,5108320,1223922,18830191254,8266019557,2256493196,454,0,421185959,2359296
633021106,967347772,6896392,943643,22051323051,8029635801,1225946796,396,0,421086273,2555904
634130450,952025361,7145013,481499,22309642871,8068449441,1198745590,1984,0,421005976,2228224
593058900,683260515,8459161,575619,22323607762,8277392725,1219265265,11821,0,421102936,2359296
196889524,1815968874,3774874,1702492,7078634668,7974688843,5236765158,3049,0,421285400,2621440
473546576,1412870010,4852667,1294107,16903197317,8267130640,2783894288,695,0,421180255,262144
631781671,982208518,6820652,1242479,22281566818,8096323257,1238327045,416,0,421028302,2555904
643387056,990552145,6979627,507922,22388177244,8074119784,1185923897,447,0,421032150,2162688
593276200,685350265,8457553,630253,22295938425,8275258236,1221566051,12414,0,421167852,2490368
241383276,1681331093,4344208,1558559,8910253411,7983225573,4715253844,4856,0,421470737,2686976
427768605,1527194001,4317384,1347578,14987252053,8262340102,3372403608,646,0,420964435,2621440
627711486,965523805,6895871,1483534,22213275340,8092511688,1242766767,246,0,421108498,2424832
667686605,1042006283,7138058,509160,23058186491,8267068175,1185448876,39,0,421175638,2752512
575560363,668614025,8137665,581342,21685467622,8089835098,1219435797,11738,0,421351941,2424832
294807936,1490748102,4884078,1392191,10578804933,7905033539,4150549710,6205,2,421279976,2686976
365969975,1675059717,4091447,1492777,12572717324,8254694775,3918515837,608,0,421158888,589824
618560541,951966969,6531110,1208903,22078925903,8033315380,1237696276,395,0,421176440,2424832
665500507,1035268487,7105118,493361,23012357133,8268118528,1192491421,20,0,421354240,2555904
577339175,703287930,7937814,583031,21606744102,8014757360,1216011592,9812,0,421117508,2097152
359215452,1324909163,5560760,1205166,13104537588,7979435616,3475259957,7825,0,421402488,2621440
292065313,1815727038,3669631,1634819,10371087677,8252453537,4589082676,996,0,421070808,1441792
621204011,955472355,6273846,1370282,22004443838,8002612084,1205737822,250,0,421184783,2555904
667142300,1037309923,7137038,525881,23047201851,8265282114,1187652358,27,0,421231905,2097152
595450132,758461794,7858941,590752,21839570703,8077284262,1219654931,8376,0,421040936,2621440
411359275,1141563560,6224005,1036407,15249537563,7992257800,2895807678,8563,0,421557972,2555904
227660059,1948557030,3332230,1790698,8124922435,8250892125,5200901271,775,0,421283480,1245184
646218189,998517221,6469621,1619504,22903034542,8262043602,1202425316,91,0,421124928,1245184
638031506,989251257,6881404,548916,22123434112,8035499354,1203548946,212,0,421064246,2621440
598055234,795543734,7559841,568976,21668151012,8004120734,1204123423,6902,0,421028507,1900544
456335107,522762509,6475842,425131,16960235007,6335942767,962711525,10025,0,420595958,41484288
