l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
938741,512601,450501,205671835,132058907,38499660,0,33,471133210,41877504
7521467,30826537,4811502,2034099305,1164155102,261996608,181755,117,419940649,41811968
36929365,67108177,27966711,14059472316,7445846625,2315055552,3684696,76,420466591,41943040
46626036,128121956,26990804,13632113676,7282450206,1940847523,2891086,0,420296322,41943040
40014343,93754874,25296729,13415487059,7221357203,2122845903,2965156,12130,420405890,41877504
36085277,59563813,24315257,13619083341,7271346983,2118140165,2728660,4610,420293888,41877504
35583229,78917934,24364642,13480331146,7247959367,2163341863,2754414,2780,420207060,41877504
37282302,86627898,23724468,12970882264,7032805412,1948789768,2558142,2644,420719782,41943040
34540578,74017920,22193660,13202153258,7123091537,1912350052,2141306,732,420531454,41811968
35879141,68089401,23623085,12826022707,7100382171,2026904909,2502770,422,420273908,41877504
33564384,80105197,20940142,13906606400,7418784454,1870756885,2801199,766,420241188,41943040
36318583,86444473,22668602,13175858354,7407087959,2111033101,2790964,793,420342190,41877504
32856998,53106168,18986829,13920623857,7405100488,1851916856,2490601,588,420301066,41943040
34542243,81073447,23030980,12414671093,7264866795,1986908080,2408959,488,420417796,41811968
29355138,55559690,19401999,13358292511,7405735133,1873028960,2553186,829,419981162,41877504
28884196,65589230,19112314,13037022369,7332611107,1826348382,2620290,501,420315538,41877504
29863062,39572375,16061991,13774270011,7521672963,1746138311,2465444,463,420446804,41943040
29576493,45424097,18403988,13233507742,7406421270,1710654914,2451786,751,420311428,41877504
25306455,41779691,16473757,13009235258,7334505526,1893070306,2413355,681,420230058,41943040
26388099,38459974,17140311,12709794745,7246097334,1744472934,2127267,576,420312348,41943040
27740070,46249064,17224195,12520374393,7231915818,1617945406,1879777,307,420334022,41877504
29257285,34718675,11945259,13758587139,7410288846,1656795512,2227693,562,420089525,41811968
31349522,43943263,14289704,13767254158,7588037122,1474699835,2292984,174,420299115,41877504
23233463,31252060,14490823,13915196686,7643984929,1453482367,2116325,399,420259484,41877504
24037239,30733230,15054817,13229975207,7561739177,1766977764,2416069,467,420140950,41877504
25865927,22336724,13628475,13505732947,7540996516,1694256277,2386661,295,420240138,41877504
18310977,12998238,8454131,13997482677,7506432521,1555111634,2078242,516,420274876,41943040
23162260,18579904,13514319,12762098493,7361747773,1620025923,2064717,210,420548124,41811968
19087669,12866303,10413062,13666545914,7408314194,1494957823,1857811,229,420277885,41943040
23297094,25911369,14051834,12630689624,7246635554,1709006583,1861827,249,420527643,41943040
20206438,18891401,12386397,13458934439,7424134709,1455836415,1679213,148,420201924,41943040
