l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
13594618,8405333,2129321,280872850,419408519,244222075,30,452,0.00,411735465
15156190,15332698,5139734,412322140,419556594,197544058,36,356,0.00,420224256
15731914,16919603,5962971,455276032,419535597,187113561,24,352,0.00,420410451
16016101,17460980,6374048,479452418,419539678,181623255,31,322,0.00,420403560
16188227,17779087,6622553,491604579,419535899,178354465,25,286,0.00,420417681
16304428,18151200,6804352,495395864,419533598,177358138,20,310,0.00,420396210
16385316,18398014,6929944,500984032,419544298,175024094,22,305,4458788.57,420438963
16424744,18579192,7013410,505027752,419543332,173287744,20,308,7790592.00,420413646
16450457,18791996,7078945,508345213,419539551,171949236,31,278,10310997.33,420402876
16481950,18858482,7129131,511208345,419536687,171606201,28,308,12410880.00,420396339
16512012,18820453,7173309,514726138,419535892,171016442,25,300,14115560.73,420398943
16536925,18768715,7210234,517066038,419543898,170556119,23,307,15548416.00,420464412
16557674,18746700,7245962,516841020,419542167,170676689,21,302,16760832.00,420402615
16573718,18817766,7273179,517604445,419540159,170471202,21,290,17800045.71,420715639
16561205,18956162,7281458,517697634,419420192,170315142,41,290,18684313.60,420330614
16574642,19021997,7308628,517907260,419434980,169917081,38,288,19467264.00,420413952
16589194,19042350,7330609,518468286,419438884,169436226,36,302,20163885.18,420387483
16600286,19040994,7347302,519962211,419444638,168957985,34,298,20783104.00,420386229
16609471,18990305,7361803,521470985,419448538,168667072,35,293,21337141.89,420398937
16616298,18909833,7375434,522517463,419451766,168826996,33,295,21835776.00,420396747
16625601,18869286,7387577,522541059,419453962,168848681,32,297,22286921.14,420382572
16633624,18819389,7401387,523069643,419459359,168642760,30,298,22690350.55,420396183
16639876,18801152,7413862,523518468,419465728,168483611,29,306,23062973.22,420460506
16645213,18835407,7427460,523145057,419470305,168264523,31,308,23406592.00,420566283
16650331,18822988,7437929,523486190,419477692,168042512,31,312,23679467.52,420560850
16654387,18810270,7445496,524387187,419485269,167712615,30,317,23972942.77,420573717
16647092,18812627,7447225,524940301,419489738,167859403,29,324,24244679.11,420412887
16631891,18882055,7442843,524881612,419495710,167983838,28,326,24493494.86,420410709
16618155,18942736,7440010,524765331,419496600,168043305,31,322,24728540.69,420569682
16606309,18995786,7438946,524595926,419499314,167989835,30,322,24947916.80,420572226
16593307,19041265,7437194,524279863,419503105,167969244,29,325,25153139.61,420294921
16584205,19110944,7438887,523549834,419500702,167948281,28,331,25340928.00,420400959
16573969,19160689,7437072,523151946,419502142,168125631,27,331,25521803.64,420719540
16564195,19193448,7435709,522904594,419503766,168257708,28,332,25690593.88,420216595
16555205,19195518,7435133,522710964,419504279,168377772,27,331,25849738.97,420395457
16545311,19199511,7433492,521984475,419504743,168701120,26,330,26001408.00,420401469
16542750,19188668,7433515,521717056,419500786,168845419,26,333,26136908.11,420526398
16536629,19180112,7432293,521738745,419504435,168923192,25,333,26265276.63,420716951
16530648,19166078,7431210,521884708,419504093,169006787,25,331,26387062.15,420396202
16533503,19107042,7435454,522147925,419447979,169059428,58,331,26511360.00,420702469
16539322,19061229,7440772,522172156,419451174,169042872,57,329,26629594.54,420020672
16544222,19010693,7446987,522402733,419453630,168927414,56,328,26739858.29,420419676
16548893,18971727,7453067,522642657,419456663,168828343,55,328,26847279.63,420704418
16553656,18978081,7460064,522407784,419460984,168738220,53,321,26949818.18,420439602
16557968,18953896,7465752,522586038,419465127,168567749,52,321,27047799.47,420394764
16561278,18927815,7470723,522964338,419469089,168356675,51,321,27136178.09,420589263
16564418,18899655,7474541,523488125,419473351,168303484,51,320,27221841.70,420437586
16568101,18864735,7478162,523753507,419476741,168320003,49,316,27305984.00,420538464
16571225,18824039,7481219,524096859,419480045,168265234,54,315,27388698.12,420451596
16567873,18808934,7480697,524169000,419480110,168302532,54,312,27450408.96,420403458
16570717,18770599,7483864,524126129,419481124,168359443,53,311,27527047.53,420449148
16570494,18779692,7505367,524712621,419482340,168012891,52,311,27599793.23,420439014
16573998,18748913,7508063,524855957,419483889,168021132,51,315,27662374.64,420538935
16576459,18711474,7510515,524984506,419487724,167964183,52,317,27725368.89,420671441
16570067,18713930,7507899,524817217,419490323,168050067,51,313,27787859.78,420400822
16563349,18720652,7504850,524621339,419492823,168262820,50,315,27851629.71,420661206
16560337,18721683,7503548,524611215,419494447,168373822,49,314,27913162.11,420257319
16555194,18717550,7501755,524735786,419495136,168434323,48,318,27970030.34,420441747
16550101,18716341,7499676,524846617,419493592,168491960,48,315,28024970.85,420393930
16552342,18688773,7502126,525166563,419494361,168512493,48,314,28080537.60,420731025
16549239,18688393,7500920,525146816,419495548,168610648,47,316,28134282.49,420480692
16543612,18691709,7498503,525215633,419496989,168676448,47,318,28181537.03,420224683
16539057,18706292,7496502,525323542,419497070,168658048,46,322,28228071.62,420409170
16536772,18731168,7496265,525405426,419496852,168585054,47,325,28276992.00,420693690
16538417,18718514,7497961,525515234,419468112,168528221,50,325,28323650.95,420308082
16539672,18694750,7499544,525787838,419470808,168470897,49,328,28369640.73,420588063
16541214,18664783,7501182,526070354,419472632,168438310,49,327,28414257.67,420349614
