l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
5759483,739883,2893526,402891572,419269362,189481563,11228,59,0.00,416303618
4612064,408780,1897460,381732538,419920916,203504831,9654,65,0.00,420167785
4271512,296910,1623123,364755149,419767325,212789467,8965,112,0.00,420566406
4224313,242058,1379282,362457287,419701852,213723046,7368,138,3317760.00,420569648
4211989,208974,1247509,358455372,419661906,215595498,6406,143,6665011.20,420144046
4208642,186754,1178824,353425329,419618462,217935316,5774,141,8896512.00,420471747
4206742,169725,1136715,349047888,419602718,219940476,5329,130,10490441.14,420807335
4205368,157850,1109219,345303395,419589572,221692954,4974,133,11685888.00,420218908
4205649,148571,1093434,341829754,419572099,223367611,4706,127,12615680.00,420305859
4207088,140684,1085017,338637000,419559254,224968249,4485,121,13359513.60,420682683
4210788,134363,1081630,335728977,419557422,226499032,4312,127,13968104.73,420480879
4214567,128916,1081407,332850475,419544286,227981039,4164,127,14475264.00,420145788
4217253,124317,1082984,329963473,419532230,229431441,4034,131,14904398.77,420471741
4222011,120315,1086862,327175181,419528757,230883614,3931,140,15272228.57,420342903
4227906,116949,1092301,324494516,419520989,232265935,3851,138,15591014.40,420679732
4234192,114270,1098112,321929016,419515731,233579428,3773,134,15869952.00,420131951
4240607,111600,1104624,319490910,419507260,234821801,3708,138,16116073.41,420519384
4248564,109136,1112051,317259442,419506447,235974763,3643,141,16334848.00,420278319
4256490,106758,1119730,315097045,419500553,237083230,3581,141,16530593.68,420599964
4264824,104958,1127768,312973177,419500022,238176498,3532,137,16706764.80,420375048
4272849,103046,1135911,310862651,419497411,239241065,3475,137,16866157.71,420305952
4280905,101376,1144007,308855276,419493004,240252813,3423,140,17011060.36,420336225
4284732,99897,1150688,306584968,419486884,241411638,3377,145,17143362.78,420370023
4286508,98664,1156696,304403787,419405362,242449146,3360,145,17264640.00,420329505
4289136,96940,1159519,302803834,419403675,243216550,3280,147,17376215.04,420673809
4291116,95524,1162169,301230771,419407004,243992235,3243,148,17479207.38,420340182
4294212,94309,1165413,299698165,419410423,244744251,3211,150,17574570.67,420433365
4298245,93259,1168904,298254616,419411872,245453972,3172,153,17663122.29,420614226
4301962,92376,1172380,296875679,419413245,246137229,3139,150,17745566.90,420139515
4306002,91483,1176323,295528524,419411203,246808359,3110,149,17822515.20,420486894
4310101,90770,1180144,294232246,419413854,247469179,3080,153,17894499.10,420608859
4314287,90096,1183948,292955459,419416453,248121411,3056,150,17961984.00,420362844
