l2miss,r1b2,LLC-load-misses,LLC-store-misses,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
154353047,2110837210,6682386,1170910,7532176084,7417258920,4846218046,4967,0,473920542,3080192
132057871,1383414225,8329408,5459651,5158703501,8259387854,6079032083,3696,0,421563565,2621440
119110663,1974169552,5231009,443312,8607533905,7997484960,4574256332,4997,0,421188308,2359296
130621288,1227600935,9331748,5448870,5100464885,8262334198,6120220917,2068,0,421601580,2818048
169324151,2641143628,7436727,1879005,5221753492,8248194932,5967207368,4227,0,421130612,2490368
127917641,1164219363,8878548,5244892,5209522921,8250103884,6078445292,2849,0,421406738,2883584
167918576,2665714562,7488504,1582079,5388652517,8258378641,5967540899,3319,0,421046228,3014656
133180006,1239450442,8794713,4740842,5141912168,8246942101,6106398567,3405,2,421391557,2228224
163407233,2566450947,7767186,1042851,5481932219,8269870335,5999819219,3541,2,421487250,2031616
134111120,1225337035,9422681,4731379,5037784081,8229010758,6129014333,3326,0,421035721,3145728
165574062,2487967164,7902388,1228035,5332172875,8273516573,6029640374,4328,0,421504367,2883584
130632978,1251286830,9512295,4853163,4810109557,8242505961,6121915147,2396,0,421500921,2752512
167969957,2428739092,7372547,1718910,5514880691,8243772788,5900721213,3455,0,421232882,2686976
128950611,1471967339,8838540,4904723,4842125631,8225241814,6112359867,3519,0,421099678,2490368
166024423,2255122476,7740660,1980228,5743143426,8242666077,5859587312,4048,0,421591080,2490368
134967467,1716948132,8967694,5054125,4606080566,8269185491,6258547414,3807,0,421473088,2490368
161250902,2054952653,7951690,1832425,5843913915,8228515285,5863010972,3578,0,421072103,2818048
139148757,1661054237,8863605,4142724,4943529889,8261388664,6209269906,3144,0,421304736,3080192
157840991,2097779024,8014188,2357683,5390735073,8238581778,5889530632,3346,0,421246473,2818048
141378816,1673754664,8773508,3593887,5173508952,8261113477,6074219671,2896,0,421363660,2818048
156189772,2102998593,7830652,2535617,5224869540,8251551474,5986536228,4209,0,421235954,2293760
