category,kmeans
runtime,31.1929771900177
l2miss,68673482.20394737
r1b2,1956257.5855263157
LLC-load-misses,286443.05263157893
LLC-store-misses,13.460526315789474
instructions,3535867164.8026314
cycles,4571844454.368421
stall_cycles,2910228559.9539475
intra_coh,48109708.065789476
inter_coh,0.13157894736842105
wall-cycles,420243525.6447368
llc_occupancy,41793859.368421055
