category,cfd
runtime,24.56418490409851
l2miss,46530305.362068966
r1b2,21618110.23275862
l3miss,3896478.7672413792
instructions,16110809708.75
cycles,7447108394.25
stall_cycles,706153859.7672414
intra_coh,1405078.8620689656
inter_coh,0.27586206896551724
wall_cycles,420329416.55172414
llc_size,39155500.137931034
local_mem,2301104.5517241377
remote_mem,23728.55172413793
