l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,llc_occupancy,wall-cycles
5196312,42569080,2428176,756168105,414236008,90784239,763,185,24870912.00,416842996
5221806,42694239,2443712,764156182,416807268,90361312,1313,268,27549696.00,419390634
3870073,30077869,1703278,743323228,411869322,93099005,1933,334,27525120.00,420396708
2955151,22773768,1293311,743683978,404815006,88714010,2354,346,27512832.00,420647134
2411092,18403274,1047397,754727678,405999479,87300582,2620,366,27505459.20,420464636
2070600,15497670,884064,763752787,407766181,86224910,2760,395,27500544.00,420248118
1817301,13422534,767591,769513550,408796676,85514056,2905,407,27497033.14,420468864
1619481,11860192,679993,773089959,409183214,85074555,3079,405,27494400.00,420593097
1464045,10636595,611087,771024632,406809746,84194198,3113,400,27492352.00,420427723
1351522,9665472,556336,774039812,407141553,83868313,3161,416,27490713.60,420160313
1262337,8874545,511756,777517892,408010990,83552971,3184,421,27489373.09,420651696
1188104,8215608,474986,779951444,408737677,83308546,3250,420,27488256.00,420387222
1114397,7655948,443789,781374921,409005398,83207120,3280,425,27487310.77,420358416
1051532,7175673,416716,782844791,409336400,83136679,3307,434,27486500.57,420391581
1001492,6758743,393186,784622736,409656038,83076435,3323,435,27485798.40,420434961
962076,6396438,372818,786179673,410092481,82928294,3372,441,27485184.00,420512178
927518,6076801,355007,787448922,410480759,82776881,3386,441,27484641.88,420595821
888692,5792170,339141,788496137,410789875,82767291,3366,445,27484160.00,420468440
853260,5532651,324459,786451763,409566863,82487290,3360,436,27483728.84,420185788
825040,5300175,311341,785978730,408983410,82325739,3343,439,27483340.80,420371148
802826,5093823,299605,786038547,408792353,82168868,3336,446,27482989.71,420650039
783036,4909025,289101,786991748,409147272,82093808,3324,444,27482670.55,420180637
765498,4741432,279526,787768075,409433259,82019733,3344,452,27482379.13,420342606
747268,4583039,270599,786452566,408642200,81762146,3343,455,27482112.00,420361512
729074,4438528,262523,786655909,408643982,81697059,3349,451,27481866.24,420360369
709886,4305362,255006,787431757,408945310,81745006,3336,460,27481639.38,420654969
694572,4183003,247894,788356551,409205030,81790085,3327,459,27481429.33,420185541
682951,4068919,241238,788724320,409192568,81734204,3328,459,27481234.29,420702186
671923,3961424,234980,788300035,408809975,81576544,3321,461,27481052.69,420363942
661889,3863027,229214,789008493,409014855,81542518,3325,462,27480883.20,420240303
652472,3771229,224035,789564120,409256646,81514671,3331,469,27480724.65,420420444
643536,3683297,219223,790048434,409470888,81487838,3246,485,27480576.00,420288549
631150,3601105,214723,790589117,409697544,81526656,3148,503,27480436.36,420684156
619463,3522988,210364,791186739,409949925,81570008,3085,500,27480304.94,420141249
608279,3449175,206183,791674657,410098691,81591393,2999,504,27480181.03,420468603
601474,3379629,202229,792219269,410239016,81590900,2919,506,27480064.00,420284010
595002,3314936,198586,792839703,410471748,81567716,2842,512,27479953.30,420357591
587085,3253734,195141,793073726,410564220,81557034,2768,509,27479848.42,420341655
577865,3195734,191829,793478759,410748448,81598509,2712,510,27479748.92,420552132
569156,3141273,188612,794095131,410950884,81642104,2646,510,27479654.40,420254037
564060,3089359,185544,794681664,411144049,81654850,2584,510,27479564.49,420364497
559290,3040204,182758,795082259,411330699,81636407,2523,511,27479478.86,420565233
553200,2993643,180104,795434321,411492618,81644097,2464,510,27479397.21,420603408
545905,2947612,177570,795714568,411615682,81671790,2431,512,27479319.27,420210342
538850,2903285,174986,795662159,411577195,81671391,2380,512,27479244.80,420342540
533549,2860059,172543,795575496,411436767,81618950,2331,509,27479173.57,420275937
529985,2819636,170344,795988002,411595985,81599710,2281,523,27479105.36,420341232
525180,2781272,168260,796291079,411730329,81601393,2234,523,27479040.00,420372768
519300,2743588,166283,796546392,411848587,81626954,2206,525,27478977.31,420356967
513562,2707031,164219,796582455,411816523,81623027,2164,528,27478917.12,420348060
510588,2672512,162254,797010219,411954170,81645751,2123,525,27478859.29,420399726
501502,2622849,159263,783244999,404833165,80231152,2083,522,27478803.69,8446508808
498071,2587612,157260,779936769,403133809,79866327,2091,527,27478750.19,420463113
495664,2558320,155613,780365123,403348800,79872059,2109,532,27478698.67,420439203
491652,2528429,153879,779792846,403022341,79775099,2133,529,27478649.02,420467814
488117,2500865,152329,780067271,403165694,79794507,2157,528,27478601.14,420433635
485934,2474561,150835,780509703,403389820,79803597,2180,524,27478554.95,420699984
481574,2449178,149430,780875235,403584216,79854624,2191,529,27478510.34,420340017
477181,2423844,148034,781338588,403809719,79903831,2153,528,27478467.25,420249939
474264,2398900,146639,781826098,403995401,79943747,2129,530,27478425.60,420505986
473418,2375737,145393,782320096,404240401,79957012,2094,534,27478385.31,420544236
470514,2352931,144177,782805121,404477119,79987647,2060,530,27478346.32,420555148
466618,2330418,142995,783260691,404707756,80040954,2029,532,27478308.57,420461867
462897,2308288,141769,783694736,404895708,80081616,1999,531,27478272.00,420227670
461337,2287143,140579,784015418,405015068,80077743,1972,533,27478236.55,420668379
459762,2267758,139450,784328576,405174576,80085925,1942,530,27478202.18,420471548
456811,2249308,138382,784735365,405379741,80125014,1913,529,27478168.84,420329674
453479,2231145,137318,785122047,405579751,80174256,1886,533,27478136.47,420376317
450242,2212937,136240,785411154,405708331,80211558,1860,535,27478105.04,420432612
449023,2195034,135209,785863698,405887644,80241652,1837,536,27478074.51,420670232
447855,2177893,134204,786289217,406053191,80245085,1811,538,27478044.85,420450520
446715,2161129,133310,786654317,406232180,80251456,1786,538,27478016.00,420191808
444293,2145425,132436,786982606,406405429,80283734,1763,539,27477987.95,420369843
441455,2129956,131539,787304413,406571090,80326603,1741,542,27477960.65,420379770
439540,2114956,130619,787652261,406710185,80365547,1718,541,27477934.08,420481686
437780,2099777,129747,787703880,406715490,80359303,1697,536,27477908.21,420337881
436712,2084857,128962,787678034,406717699,80339929,1676,531,27477883.01,420231708
433952,2067804,127982,785562490,405612128,80107399,1656,526,27477858.46,8723046180
431349,2053861,127188,785790340,405732375,80140671,1667,526,27477834.53,420430566
429642,2040422,126363,786047421,405828307,80171091,1672,524,27477811.20,420381474
428823,2026884,125573,785845230,405714300,80131204,1681,526,27477788.44,420292998
427011,2014126,124844,785731290,405683640,80127613,1694,528,27477766.24,420456534
424688,2001851,124146,785467808,405649884,80148930,1712,527,27477744.58,420313788
422366,1989600,123476,786165146,405911088,80191000,1725,534,27477723.43,420356199
420192,1977340,122791,786459776,406054129,80225092,1709,535,27477702.78,420386373
418796,1965401,122117,786810200,406194278,80257576,1689,533,27477682.60,420454620
418212,1953827,121456,787115512,406310318,80270826,1671,536,27477662.90,420679930
417748,1942705,120819,787460433,406453303,80276884,1653,541,27477643.64,420484496
417148,1931696,120254,787666484,406559040,80275961,1636,543,27477624.81,420507411
415149,1920875,119692,787841910,406650960,80301239,1626,544,27477606.40,420405978
413116,1910755,119110,788031697,406751657,80329209,1609,545,27477588.40,420553833
411106,1900775,118500,788322445,406883095,80361794,1591,547,27477570.78,420247464
410618,1891207,117892,788645461,407013200,80393637,1575,545,27477553.55,420446997
410122,1881916,117326,788858100,407107123,80393083,1559,545,27477536.68,420386208
409609,1872769,116814,789064838,407215856,80395435,1548,547,27477520.17,420603918
407742,1863006,116316,789209408,407291315,80414838,1532,545,27477504.00,420530543
405891,1853561,115778,789464579,407411979,80446521,1517,544,27477488.16,420196969
404067,1844244,115249,789728558,407510892,80469029,1503,544,27477472.65,420527160
403692,1834922,114765,789797192,407530633,80466165,1490,547,27477457.45,420319998
402666,1826091,114316,789993446,407631623,80478007,1483,548,27477442.56,420326739
400970,1817203,113878,790211579,407738089,80497766,1468,548,27477427.96,420260106
584591,2536832,144772,785258450,407846119,82469183,1455,549,27477413.65,420340758
1352139,2519435,223415,829243368,449226495,104222547,516781,557,27477399.61,420660984
1941962,2500321,277658,858089217,479782503,121519875,923034,565,27477385.85,8719257021
2400956,2480753,318407,878324365,500092671,132974543,1236975,588,27477372.34,420673803
2779275,2460091,343336,888090159,514331195,142081055,1496697,599,27477359.09,420449748
3172432,2441996,394427,915791321,533382928,149498409,1764147,603,27477346.09,420580944
3493318,2423687,424499,929684638,548899422,158631943,1993585,606,27477333.33,420742447
