l2miss,r1b2,l3miss,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
135783839,1989874303,68586752,7431710324,7921510985,4728930281,2610,0,472035594,3473408
129429343,1241986615,90636647,5098274762,8243804887,6075747922,2675,0,421181346,3080192
131576347,2283577093,62778845,8705295465,8158379656,4441477677,9382,0,420626172,2424832
129853573,1334669826,89246779,5092653680,8258228493,6094288407,3217,0,421243496,3014656
161476860,2500712994,77336846,5181845581,8242527665,6023080142,2611,0,420894587,2818048
133770009,1234927744,91029847,5240100540,8236417800,6056258353,2675,0,420744761,3014656
161746439,2577429611,76164424,5225910469,8255842618,6031968313,5547,0,421024052,3080192
131547239,1238703143,90723183,5162154558,8258397581,6078758305,2442,0,421080781,2621440
164813797,2468405361,79995212,5403072706,8253855443,6057645597,16672,0,421206470,2818048
132343911,1300730333,89770051,5072807076,8241384220,6061342509,2639,0,421209728,2818048
164379620,2457736185,79823542,5515671828,8263796836,6022394323,6413,0,421082406,3014656
133857997,1423286078,88455083,4907272730,8253032810,6115654146,3251,0,421205955,3211264
166262085,2305508989,83001168,5768347944,8253908809,5974215862,4321,0,421350217,2883584
134128354,1552421173,86188457,4637316725,8243125221,6178356563,3258,0,420878423,2490368
160317739,2165923154,83255584,5927129456,8252056810,5868180722,3107,0,421091047,2621440
140134572,1750746385,85922166,4853620881,8251965439,6142017894,2773,0,421243969,2359296
161632131,2105829122,83568415,5750997549,8248645490,5882935486,6745,0,421328983,2949120
143099540,1825885752,85698894,5074180846,8259535915,5983918386,2618,0,420919312,2621440
158765615,2090840747,84038415,5482362754,8253629600,6019639065,3636,0,421248743,3276800
147574397,1926845291,87616175,5663761454,8250434830,5828333031,2770,0,420901227,5701632
156679141,2113602373,82164674,4851442762,8248817445,6146394386,3680,0,421206514,2359296
153523051,2157600426,84999095,5638113701,8258368052,5838418486,3109,0,420811124,2621440
149601204,1874613341,83265497,4893255586,8251442550,6170866078,4169,0,421343669,2949120
157854223,2473378514,81202313,5440060380,8255735369,5861555476,2807,0,421085553,3145728
144015974,1666789392,87116786,5034099242,8235205923,6147669496,5380,2,421059875,2883584
